,x,y
0,1850,72
1,1120,88
2,1234,88
3,1568,88
4,1291,89
5,1336,91
6,1390,109
7,1063,113
8,1775,132
9,1601,136
10,1490,161
11,980,171
12,931,221
13,1576,237
14,876,273
15,1613,273
16,1649,308
17,846,312
18,1686,349
19,809,354
20,1716,385
21,1745,424
22,1768,473
23,721,482
24,1791,514
25,854,518
26,813,539
27,1819,562
28,675,579
29,802,591
30,1842,615
31,653,624
32,2029,645
33,1873,658
34,640,684
35,1893,698
36,1912,744
37,588,757
38,1947,827
39,549,842
40,1967,870
41,526,888
42,1990,907
43,508,928
44,2007,947
45,487,970
46,2024,987
47,474,1012
48,2038,1028
49,452,1055
50,2059,1066
51,437,1097
52,2073,1111
53,417,1137
54,2090,1151
55,2109,1194
56,393,1211
57,373,1257
58,2145,1274
59,360,1300
60,2165,1318
61,338,1346
62,2184,1357
63,321,1391
64,2197,1400
65,300,1436
66,2213,1442
67,2228,1489
68,272,1519
69,250,1564
70,2268,1572
71,233,1607
72,2285,1616
73,220,1651
74,2302,1656
75,2323,1697
76,2344,1744
77,180,1746
78,2359,1785
79,146,1834
80,2374,1841
81,136,1884
