,x,y
0,1335,301
1,1294,305
2,1199,341
3,1308,346
4,1133,347
5,1086,353
6,1359,362
7,1039,374
8,1410,379
9,1458,404
10,1092,419
11,956,430
12,1500,434
13,1555,475
14,875,501
15,1631,544
16,810,569
17,1665,585
18,776,610
19,1699,622
20,1728,665
21,718,699
22,1755,708
23,685,747
24,1786,752
25,665,793
26,1808,802
27,643,845
28,1836,851
29,618,894
30,1867,897
31,598,938
32,1890,942
33,1993,948
34,1914,979
35,580,984
36,1933,1023
37,558,1029
38,541,1072
39,1942,1073
40,526,1123
41,1992,1139
42,495,1163
43,2017,1182
44,481,1204
45,2013,1235
46,462,1249
47,2034,1275
48,444,1289
49,2055,1315
50,428,1331
51,2069,1357
52,425,1380
53,2109,1384
54,394,1414
55,2108,1439
56,2124,1481
57,297,1534
58,2211,1593
59,352,1596
60,2173,1609
61,316,1632
62,2219,1636
63,304,1674
64,2275,1760
65,1652,1884
