,x,y
0,1156,2
1,1141,45
2,1083,48
3,1298,52
4,1351,62
5,1035,74
6,1564,75
7,1399,84
8,982,91
9,1446,105
10,1633,110
11,940,121
12,1493,136
13,1673,141
14,905,158
15,1544,177
16,1584,214
17,832,230
18,1623,253
19,802,268
20,1658,289
21,766,306
22,1689,328
23,738,352
24,1722,366
25,716,397
26,1744,412
27,681,441
28,1780,455
29,1827,554
30,623,599
31,1854,600
32,589,638
33,1905,680
34,1927,730
35,2016,737
36,1946,769
37,542,776
38,430,841
39,1989,847
40,506,869
41,2003,888
42,2022,930
43,462,947
44,2041,969
45,434,980
46,526,984
47,2051,1022
48,421,1028
49,2079,1057
50,399,1067
51,2100,1095
52,383,1111
53,2113,1140
54,367,1153
55,2137,1176
56,2155,1219
57,335,1236
58,2175,1260
59,316,1278
60,392,1321
61,299,1325
62,2208,1337
63,283,1369
64,2228,1386
65,267,1413
66,2246,1431
67,252,1456
68,2264,1475
69,348,1479
70,754,1535
71,219,1541
72,2297,1547
73,201,1591
74,185,1636
75,2401,1636
76,140,1774
77,2406,1838
78,118,1865
