,x,y
0,1211,50
1,1255,51
2,1313,64
3,1367,71
4,1162,75
5,1108,95
6,1478,114
7,1075,133
8,1267,138
9,1521,142
10,1015,145
11,1563,172
12,974,179
13,1616,212
14,936,218
15,900,249
16,1652,250
17,869,282
18,1689,288
19,831,319
20,1730,329
21,1864,343
22,804,368
23,1755,369
24,772,402
25,1766,422
26,1833,497
27,719,500
28,1861,547
29,704,554
30,651,643
31,1910,643
32,1937,689
33,635,691
34,604,730
35,575,768
36,1974,777
37,555,812
38,1977,828
39,2014,859
40,589,866
41,512,896
42,2032,899
43,482,936
44,2064,973
45,473,980
46,454,1019
47,441,1064
48,2081,1074
49,505,1089
50,2115,1108
51,435,1115
52,403,1147
53,2130,1153
54,385,1187
55,2149,1196
56,375,1234
57,2168,1235
58,2187,1274
59,365,1284
60,2271,1284
61,2200,1319
62,307,1353
63,2216,1362
64,295,1400
65,2246,1432
66,274,1443
67,2353,1449
68,258,1484
69,239,1526
70,2277,1533
71,2350,1552
72,220,1570
73,576,1635
74,2329,1642
75,2389,1655
76,184,1657
77,2490,1683
78,169,1704
79,153,1749
80,2424,1749
81,1596,1791
82,2376,1795
83,137,1797
84,105,1868
85,205,1875
86,2527,1891
