,x,y
0,1108,184
1,1220,184
2,1166,185
3,1275,185
4,1320,188
5,1008,227
6,1425,228
7,961,256
8,1477,258
9,1515,290
10,1647,291
11,915,294
12,1562,333
13,1765,363
14,1598,366
15,828,388
16,1633,406
17,789,427
18,1667,445
19,755,477
20,1694,484
21,729,518
22,1720,526
23,699,563
24,1875,563
25,1746,574
26,676,608
27,651,656
28,1793,671
29,1727,675
30,1933,676
31,628,706
32,1814,719
33,2484,738
34,604,744
35,1842,761
36,586,790
37,1864,802
38,561,839
39,538,877
40,1902,887
41,520,918
42,1919,933
43,575,948
44,1936,974
45,479,1001
46,1959,1011
47,1988,1085
48,449,1086
49,2025,1169
50,409,1172
51,2178,1248
52,378,1249
53,2058,1253
54,359,1290
55,2077,1299
56,345,1331
57,2094,1339
58,404,1363
59,329,1373
60,2107,1383
61,388,1412
62,2127,1423
63,485,1435
64,294,1462
65,2145,1465
66,274,1508
67,2178,1544
68,258,1552
69,2281,1590
70,241,1595
71,2188,1595
72,2208,1637
73,222,1638
74,298,1659
75,2226,1680
76,204,1681
77,308,1740
78,2254,1758
79,170,1768
80,2338,1781
81,154,1816
82,2404,1828
83,700,1850
84,2213,1853
85,140,1860
86,424,1875
87,1856,1878
