,x,y
0,1222,379
1,1278,379
2,1319,382
3,1163,388
4,1374,390
5,1101,409
6,1431,410
7,2458,416
8,1062,425
9,1479,426
10,1519,450
11,1017,451
12,974,482
13,1565,486
14,932,516
15,1609,524
16,881,573
17,1688,600
18,841,619
19,1601,629
20,1717,637
21,802,666
22,1749,679
23,1773,723
24,746,750
25,1802,766
26,717,796
27,1826,817
28,701,847
29,1848,864
30,668,886
31,1872,913
32,645,933
33,1898,957
34,620,980
35,1916,999
36,597,1021
37,1940,1041
38,580,1064
39,1955,1084
40,554,1105
41,1966,1133
42,521,1190
43,2015,1205
44,491,1229
45,480,1271
46,2136,1271
47,2041,1290
48,458,1313
49,438,1355
50,2076,1370
51,411,1434
52,2110,1455
53,396,1475
54,2132,1498
55,2208,1507
56,387,1518
57,2143,1543
58,360,1554
59,2169,1578
60,2182,1623
61,324,1646
62,2199,1663
63,303,1694
64,287,1737
65,2228,1744
66,2296,1774
67,267,1781
68,2372,1785
69,2442,1787
70,2243,1790
71,2507,1792
72,1404,1803
73,2101,1808
74,2164,1808
75,682,1814
76,1840,1815
77,217,1823
78,98,1837
79,27,1841
80,655,1862
81,537,1865
82,2462,1881
83,2319,1882
84,2517,1882
85,2360,1885
86,2401,1887
