,x,y
0,2354,81
1,0,203
2,1318,458
3,1264,460
4,1373,460
5,1419,462
6,1207,468
7,1473,478
8,1524,499
9,1095,509
10,1612,559
11,1010,574
12,1658,602
13,973,609
14,1701,638
15,939,644
16,1124,658
17,1737,677
18,908,680
19,321,710
20,1762,722
21,240,726
22,877,727
23,1801,756
24,845,768
25,1828,801
26,814,807
27,2289,819
28,293,846
29,1879,895
30,764,898
31,585,905
32,1906,943
33,737,946
34,306,967
35,1954,1039
36,690,1041
37,669,1087
38,357,1140
39,2013,1162
40,520,1164
41,631,1172
42,693,1175
43,2087,1185
44,2035,1211
45,610,1216
46,2048,1255
47,590,1258
48,565,1301
49,2020,1303
50,2089,1318
51,550,1344
52,2103,1364
53,263,1383
54,531,1385
55,415,1387
56,349,1389
57,2125,1406
58,1321,1407
59,516,1430
60,2141,1451
61,2230,1461
62,238,1473
63,496,1475
64,296,1479
65,2161,1496
66,479,1515
67,934,1517
68,2179,1539
69,460,1558
70,2197,1583
71,2537,1612
72,2214,1626
73,432,1640
74,2211,1679
75,407,1689
76,2250,1704
77,392,1731
78,2255,1752
79,373,1773
80,2279,1795
81,363,1817
82,2300,1839
83,345,1864
84,2507,1866
85,2307,1887
