,x,y
0,1219,104
1,1265,105
2,1158,111
3,1021,116
4,1312,118
5,1105,126
6,1002,170
7,1329,174
8,1144,183
9,1285,198
10,1466,216
11,916,231
12,1552,248
13,1326,260
14,882,270
15,1389,272
16,1590,285
17,1484,290
18,1542,303
19,1630,323
20,789,325
21,746,331
22,829,332
23,1662,361
24,1932,366
25,792,377
26,1691,400
27,755,425
28,1720,442
29,727,470
30,1776,532
31,679,557
32,1804,582
33,658,610
34,1810,646
35,1851,671
36,612,696
37,1872,715
38,588,746
39,1871,771
40,1911,794
41,555,828
42,1923,849
43,525,874
44,1947,887
45,508,919
46,1975,920
47,1989,961
48,496,962
49,1523,980
50,2007,1001
51,460,1042
52,2023,1044
53,2046,1082
54,434,1087
55,2064,1128
56,417,1130
57,2064,1174
58,404,1175
59,2236,1204
60,385,1215
61,2121,1243
62,2235,1260
63,369,1285
64,342,1328
65,2160,1329
66,331,1370
67,2173,1376
68,2293,1405
69,2192,1416
70,304,1424
71,2208,1460
72,2227,1499
73,2304,1499
74,275,1513
75,2244,1543
76,257,1559
77,2153,1559
78,2262,1590
79,238,1600
80,222,1647
81,2297,1673
82,206,1691
83,1753,1715
84,192,1736
85,2334,1757
86,2353,1809
87,159,1823
88,1699,1823
89,2461,1850
90,1490,1869
91,218,1871
92,143,1874
93,294,1874
94,2257,1888
