,x,y
0,1185,23
1,1249,28
2,1301,34
3,1076,42
4,1174,66
5,1231,68
6,1278,72
7,1117,81
8,1350,81
9,1064,84
10,1396,94
11,1016,95
12,965,119
13,1446,121
14,915,148
15,880,189
16,1534,191
17,796,296
18,756,334
19,726,385
20,2230,423
21,703,428
22,1734,430
23,2158,463
24,1757,472
25,674,479
26,1784,522
27,651,523
28,1811,573
29,631,574
30,2268,580
31,606,616
32,1839,616
33,1865,659
34,586,666
35,1896,703
36,568,707
37,2353,718
38,1910,744
39,549,752
40,1930,787
41,525,798
42,509,841
43,1967,864
44,472,927
45,2394,936
46,2008,940
47,456,970
48,2028,983
49,438,1010
50,2045,1026
51,424,1058
52,2065,1069
53,405,1102
54,2084,1113
55,391,1145
56,2103,1155
57,376,1186
58,2122,1194
59,359,1226
60,2141,1234
61,348,1268
62,2160,1277
63,336,1311
64,2181,1318
65,313,1362
66,2217,1400
67,297,1403
68,280,1450
69,2251,1491
70,264,1494
71,250,1538
72,2308,1609
73,223,1624
74,2329,1660
75,2351,1702
76,188,1712
77,1469,1732
78,2374,1748
79,169,1767
80,2398,1799
81,154,1813
82,2412,1844
83,143,1860
