,x,y
0,1424,18
1,1273,70
2,1205,72
3,1320,75
4,1376,78
5,1161,83
6,1578,85
7,1435,91
8,1113,95
9,1489,112
10,1060,115
11,1009,142
12,1538,142
13,1581,176
14,1620,216
15,886,290
16,1696,297
17,840,324
18,1735,336
19,787,411
20,1789,419
21,2439,441
22,752,457
23,1813,462
24,708,556
25,1869,559
26,680,601
27,1890,609
28,636,691
29,1950,698
30,612,733
31,1962,745
32,2153,751
33,592,775
34,1980,791
35,570,822
36,1999,830
37,546,867
38,2025,874
39,526,909
40,2042,914
41,508,949
42,2059,954
43,486,988
44,2076,994
45,478,1032
46,2095,1033
47,456,1076
48,2105,1076
49,438,1118
50,2125,1119
51,417,1158
52,2141,1163
53,399,1198
54,2158,1207
55,2174,1251
56,369,1283
57,2192,1291
58,2391,1291
59,2465,1321
60,346,1328
61,2231,1370
62,332,1372
63,463,1408
64,2248,1415
65,2348,1415
66,310,1419
67,2264,1459
68,292,1464
69,2284,1503
70,272,1505
71,2314,1583
72,251,1592
73,2532,1605
74,2336,1631
75,2428,1664
76,2351,1674
77,202,1686
78,2531,1693
79,2370,1715
80,127,1730
81,182,1730
82,2313,1736
83,2406,1794
84,2513,1812
85,2335,1847
86,2389,1861
87,1044,1862
