,x,y
0,1230,112
1,1167,114
2,1283,115
3,1392,135
4,1064,142
5,1453,160
6,1013,168
7,1488,183
8,966,198
9,1532,212
10,932,236
11,1579,255
12,897,275
13,1619,290
14,862,306
15,1690,364
16,801,379
17,1724,402
18,768,425
19,1752,443
20,745,471
21,1962,473
22,1780,488
23,711,516
24,1810,532
25,688,565
26,1836,580
27,664,611
28,1863,630
29,642,658
30,1887,677
31,1913,719
32,598,748
33,1936,762
34,571,792
35,1955,803
36,630,819
37,554,837
38,1974,844
39,535,877
40,1997,885
41,510,923
42,2014,925
43,2033,964
44,356,998
45,476,1005
46,2066,1039
47,454,1050
48,2088,1084
49,439,1094
50,2104,1129
51,420,1136
52,2124,1169
53,403,1180
54,2143,1212
55,386,1222
56,2160,1252
57,372,1263
58,2182,1293
59,355,1305
60,2380,1305
61,337,1356
62,2216,1378
63,217,1395
64,320,1398
65,2231,1421
66,305,1440
67,2249,1462
68,289,1485
69,2269,1503
70,273,1531
71,2285,1550
72,260,1575
73,241,1615
74,2322,1630
75,1837,1639
76,211,1696
77,2355,1711
78,195,1748
79,2375,1762
80,182,1790
81,2388,1805
82,2219,1827
83,168,1831
84,2412,1855
