,x,y
0,1217,95
1,1331,97
2,1379,102
3,1432,106
4,1159,110
5,1107,132
6,1534,148
7,1063,160
8,1584,179
9,1025,194
10,1624,211
11,989,232
12,228,235
13,1522,241
14,1672,257
15,954,260
16,1711,293
17,921,298
18,1744,332
19,887,334
20,1780,370
21,853,378
22,1811,411
23,823,419
24,1837,454
25,791,468
26,1871,510
27,763,511
28,1890,549
29,739,556
30,1911,600
31,687,646
32,625,675
33,664,688
34,1960,693
35,1981,742
36,618,773
37,592,815
38,2018,824
39,2037,871
40,551,899
41,2055,916
42,526,942
43,2072,957
44,2459,967
45,508,985
46,1404,1006
47,487,1026
48,2103,1034
49,470,1067
50,2119,1079
51,448,1106
52,2138,1120
53,2279,1132
54,430,1154
55,2154,1162
56,407,1191
57,2168,1207
58,387,1231
59,2185,1250
60,367,1272
61,2202,1292
62,2223,1333
63,333,1353
64,2239,1376
65,310,1399
66,2250,1421
67,291,1441
68,271,1484
69,2285,1501
70,252,1528
71,2297,1550
72,230,1569
73,2316,1595
74,2330,1638
75,192,1653
76,170,1707
77,2361,1716
78,153,1747
79,2374,1771
80,137,1793
81,2389,1814
82,122,1836
83,2403,1865
