,x,y,gradient,smoothness,gradientEven,smoothnessEven
1,152.0,1836.0,-2.7690508021390414,0.022332280019445136,-45.0,0.3484291443850154
2,169.0,1801.0,-2.7406417112299692,-0.015389362815832502,-35.0,-0.13115220835808827
3,180.0,1766.0,-3.031355218855218,-0.1223681728583672,-40.0,-2.2406910491469105
4,196.0,1721.0,-7.22202380952379,-0.12605274971941327,-44.0,-2.3043223905723718
6,226.0,1607.0,48.9292307692308,-1.0751266968326405,-10.0,27.680294117647023
7,227.0,1658.0,47.72058823529409,-1.3255652706427286,-12.5,-26.17495373048006
9,262.0,1547.0,-2.19112487100103,0.018810457120029545,-36.0,0.48406146414422935
10,277.0,1510.0,-2.4525537634408607,-0.02106894965116754,-38.0,-0.33033042164233706
11,293.0,1471.0,-2.851785714285704,-0.00521569380440387,-42.0,-0.11524097542243084
12,307.0,1426.0,-2.6830357142857224,0.020164784663864996,-40.5,0.35971638655461646
13,325.0,1390.0,-2.132352941176471,-0.016984486102132615,-36.0,-0.19886675824174915
14,341.0,1354.0,-3.0807692307692207,-0.03315349808562537,-36.0,-0.5583427601809969
15,351.0,1318.0,-3.249038461538465,0.01115631163708003,-39.5,0.36330128205127465
16,367.0,1275.0,-2.3541666666666714,0.04391557516557521,-38.5,0.7122176434676444
17,384.0,1241.0,-1.8246031746031761,0.01870248908322832,-38.5,0.23957333493308042
18,412.0,1198.0,-1.8750199968005106,-0.014666097868785574,-41.5,-0.2474728487886395
19,431.0,1158.0,-2.319548872180455,-0.011516541281966303,-40.0,-0.23436500159974472
20,447.0,1118.0,-2.34375,-0.010521910244360777,-37.5,-0.16835056390977243
21,463.0,1083.0,-2.65625,-0.008567859153796542,-42.5,-0.13708574646074467
22,479.0,1033.0,-2.6179214929214893,-0.0015622146639882456,-45.5,-0.05178169240669206
23,500.0,992.0,-2.759813384813384,0.0003631549239657139,-47.5,-0.024643149643150508
24,516.0,938.0,-2.6672077922077904,0.01985261360261363,-47.0,0.6688261063261063
25,544.0,898.0,-1.4221611721611715,0.009029014463797051,-37.0,0.366377282138151
26,568.0,864.0,-1.9344532279314883,-0.016614067750431366,-43.5,-0.39119214119214085
27,590.0,811.0,-2.2045454545454533,0.002289590128381723,-48.5,0.05037098282439789
28,612.0,767.0,-1.8337112622826925,0.013965334978094116,-44.0,0.3260544036859825
29,639.0,723.0,-1.5524366471734883,0.005600618177941115,-44.0,0.14436391089977185
30,669.0,679.0,-1.5449834404831488,-0.0024458735958851237,-45.5,-0.06950386249002971
31,698.0,632.0,-1.6914443721535477,-0.0004948576114644776,-44.5,-0.033927737493672616
32,722.0,590.0,-1.612838915470494,-0.0011491265646348878,-44.5,-0.08003538968080193
33,755.0,543.0,-1.8515151515151516,-0.0002484171862162099,-47.0,-0.07085326953747995
34,777.0,496.0,-1.754545454545454,0.011706818979546266,-43.0,0.42230022230022257
35,810.0,457.0,-1.0069147069147064,0.012383201214370022,-34.5,0.38983268983268893
36,847.0,427.0,-0.9748800748800761,0.0009916192182202153,-33.5,0.03423060319612059
37,880.0,390.0,-0.9384535005224652,0.004680441749407287,-28.5,0.1105881855881865
38,905.0,370.0,-0.7537037037037031,0.0018037259215663449,-19.5,0.035277440782262026
39,932.0,351.0,-0.8678986189579412,-0.0033847351643961927,-26.5,-0.09523508898508926
40,964.0,317.0,-0.9441738816738816,0.0021387024218629353,-34.5,0.1530717102123138
41,1009.0,282.0,-0.5617551985333136,0.007197900479365008,-25.5,0.3328689895054646
42,1058.0,266.0,-0.2784359026629524,0.0030394229088253123,-14.0,0.14359238219393267
43,1111.0,254.0,-0.27457043414544824,0.0011951703609279554,-14.0,0.05827984688273302
44,1161.0,238.0,-0.16187620889748633,0.00319378919288023,-8.5,0.1448070296254964
45,1205.0,237.0,0.015043625105544578,0.0024910012484127006,1.0,0.10676135240821383
46,1256.0,240.0,0.051646495918941326,0.0006938919839243451,2.5,0.03311511000074985
47,1300.0,242.0,0.08127384510704427,0.0013298193922176378,3.5,0.0571981329070137
48,1343.0,247.0,0.16604276173296872,0.002391936723432673,10.5,0.14262055595427725
49,1409.0,263.0,0.3665149570155988,0.0038844600443647403,21.5,0.2317910214263763
50,1466.0,290.0,0.6296248045857213,0.003734994276200908,30.0,0.19876379808794553
51,1510.0,323.0,0.7640425531914898,0.002244686394731305,36.0,0.10030721493201966
