,x,y,w,h,score,match
98,177,1544,30,30,0.7760975,small_round.jpg
105,188,1803,30,30,0.8719511,12_20_2022 LG 282 copy.jpg
62,198,1892,30,30,0.7703042,middle round.jpg
101,222,1710,30,30,0.8493189,small_round.jpg
100,235,1670,30,30,0.869019,small_round.jpg
82,236,1507,30,30,0.7897312,03_18_2023 LG 282 copy.jpg
99,264,1595,30,30,0.91632974,small_round.jpg
63,287,1896,30,30,0.83578587,middle round.jpg
97,292,1523,30,30,0.8901918,small_round.jpg
96,322,1455,30,30,0.8672013,small_round.jpg
95,338,1416,30,30,0.8986148,small_round.jpg
23,344,1783,30,30,0.8613734,left_back_bent.jpg
61,345,1876,30,30,0.8012946,middle round.jpg
40,351,1520,30,30,0.8193585,round_light.jpg
78,368,1324,30,30,0.85797125,03_18_2023 LG 282 copy.jpg
77,389,1288,30,30,0.91196114,03_18_2023 LG 282 copy.jpg
21,422,1577,30,30,0.7677057,left_back_bent.jpg
74,428,1195,30,30,0.9219115,03_18_2023 LG 282 copy.jpg
18,472,1271,30,30,0.786109,left_back_bent.jpg
17,488,1217,30,30,0.89802986,left_back_bent.jpg
39,513,1316,30,30,0.84164035,round_light.jpg
35,514,1017,30,30,0.86768603,round_light.jpg
73,537,939,30,30,0.8880407,03_18_2023 LG 282 copy.jpg
72,579,859,30,30,0.83571935,03_18_2023 LG 282 copy.jpg
19,596,1283,30,30,0.83940685,left_back_bent.jpg
34,608,812,30,30,0.85120285,round_light.jpg
70,623,763,30,30,0.8877435,03_18_2023 LG 282 copy.jpg
69,649,718,30,30,0.8646951,03_18_2023 LG 282 copy.jpg
9,689,767,30,30,0.8093966,left_back_bent.jpg
57,696,634,30,30,0.8687336,middle round.jpg
68,719,585,30,30,0.8715918,03_18_2023 LG 282 copy.jpg
25,748,634,30,30,0.8387151,top_left.jpg
33,749,756,30,30,0.8131731,round_light.jpg
93,784,490,30,30,0.8894082,small_round.jpg
15,790,950,30,30,0.8205915,left_back_bent.jpg
6,805,561,30,30,0.8280795,left_back_bent.jpg
91,813,448,30,30,0.82967365,small_round.jpg
24,835,1911,30,30,0.76008517,left_back_bent.jpg
10,838,796,30,30,0.8696321,left_back_bent.jpg
7,846,708,30,30,0.8729423,left_back_bent.jpg
4,846,498,30,30,0.79965836,left_back_bent.jpg
8,852,749,30,30,0.84807676,left_back_bent.jpg
12,856,860,30,30,0.8305849,left_back_bent.jpg
67,868,371,30,30,0.884653,03_18_2023 LG 282 copy.jpg
89,905,335,30,30,0.87552315,small_round.jpg
64,940,298,30,30,0.8337803,03_18_2023 LG 282 copy.jpg
30,989,251,30,30,0.8612305,round_light.jpg
29,1028,219,30,30,0.8294156,round_light.jpg
5,1053,550,30,30,0.7790553,left_back_bent.jpg
2,1062,371,30,30,0.82241446,left_back_bent.jpg
3,1065,456,30,30,0.830441,left_back_bent.jpg
28,1080,197,30,30,0.76993096,round_light.jpg
46,1123,171,30,30,0.9136069,middle round.jpg
51,1128,227,30,30,0.79885703,middle round.jpg
43,1175,151,30,30,0.93237543,middle round.jpg
1,1204,306,30,30,0.8020391,left_back_bent.jpg
49,1207,197,30,30,0.88056225,middle round.jpg
87,1223,135,30,30,0.79455006,small_round.jpg
52,1249,274,30,30,0.7885201,middle round.jpg
27,1267,133,30,30,0.80382395,round_light.jpg
47,1279,181,30,30,0.84802073,middle round.jpg
42,1320,139,30,30,0.896532,middle round.jpg
48,1373,196,30,30,0.803488,middle round.jpg
44,1410,152,30,30,0.87947255,middle round.jpg
50,1422,212,30,30,0.75481945,middle round.jpg
45,1463,169,30,30,0.9088042,middle round.jpg
0,1476,235,30,30,0.75753576,left_back_bent.jpg
53,1493,319,30,30,0.7800146,middle round.jpg
56,1542,467,30,30,0.8705132,middle round.jpg
88,1568,221,30,30,0.84507746,small_round.jpg
54,1576,360,30,30,0.75672823,middle round.jpg
31,1620,268,30,30,0.8186593,round_light.jpg
65,1655,299,30,30,0.8420665,03_18_2023 LG 282 copy.jpg
66,1692,333,30,30,0.81214285,03_18_2023 LG 282 copy.jpg
90,1728,368,30,30,0.79161245,small_round.jpg
103,1740,705,30,30,0.8005128,12_20_2022 LG 282 copy.jpg
55,1768,417,30,30,0.8924788,middle round.jpg
92,1800,454,30,30,0.8098929,small_round.jpg
13,1854,868,30,30,0.8518333,left_back_bent.jpg
11,1859,806,30,30,0.78860193,left_back_bent.jpg
26,1863,542,30,30,0.79461634,right_small_weird.jpg
32,1890,591,30,30,0.832573,round_light.jpg
94,1942,660,30,30,0.8480661,small_round.jpg
102,1980,716,30,30,0.85223144,left_angled.jpg
58,1998,1081,30,30,0.7544755,middle round.jpg
71,2027,826,30,30,0.8415539,03_18_2023 LG 282 copy.jpg
14,2094,928,30,30,0.8223603,left_back_bent.jpg
36,2143,1037,30,30,0.8587097,round_light.jpg
41,2147,1871,30,30,0.7950341,round_light.jpg
37,2182,1105,30,30,0.78476304,round_light.jpg
104,2196,1153,30,30,0.76600736,12_20_2022 LG 282 copy.jpg
75,2239,1217,30,30,0.907255,03_18_2023 LG 282 copy.jpg
59,2240,1468,30,30,0.7898213,middle round.jpg
76,2257,1255,30,30,0.8996426,03_18_2023 LG 282 copy.jpg
16,2277,1093,30,30,0.87339777,left_back_bent.jpg
38,2277,1293,30,30,0.89703834,round_light.jpg
60,2288,1500,30,30,0.8034337,middle round.jpg
79,2291,1327,30,30,0.88264936,03_18_2023 LG 282 copy.jpg
80,2307,1366,30,30,0.89932764,03_18_2023 LG 282 copy.jpg
81,2357,1471,30,30,0.9122929,03_18_2023 LG 282 copy.jpg
83,2374,1507,30,30,0.89536077,03_18_2023 LG 282 copy.jpg
84,2407,1577,30,30,0.83302844,03_18_2023 LG 282 copy.jpg
85,2424,1616,30,30,0.826391,03_18_2023 LG 282 copy.jpg
86,2458,1697,30,30,0.8042636,03_18_2023 LG 282 copy.jpg
20,2490,1478,30,30,0.78101575,left_back_bent.jpg
22,2505,1578,30,30,0.79327714,left_back_bent.jpg
