,arclength loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
0,0,114.15038752223852,1943.0564604245697,1,-2.8481196500760784,0.9435316774185857,0.3312823172275723
1,1,114.48169234730116,1942.1129366501525,1,-2.8476849249528744,0.9435158686503577,0.33132733905453804
2,2,114.81304221285731,1941.1694286922657,1,-2.847249950260093,0.9435000443544102,0.3313723982217376
3,3,115.14443715626956,1940.2259365664477,1,-2.8468147257903222,0.9434842045086776,0.331417494774533
4,4,115.47587721494646,1939.2824602882592,1,-2.8463792513359145,0.9434683490910535,0.3314626287583595
5,5,115.8073624263417,1938.3389998732835,1,-2.8459435266889845,0.9434524780793896,0.33150780021872644
6,6,116.13889282795463,1937.3955553371254,1,-2.84550755164141,0.9434365914514964,0.33155300920121683
7,7,116.47046845733026,1936.4521266954125,1,-2.845071325984833,0.9434206891851432,0.3315982557514879
8,8,116.80208935205907,1935.5087139637944,1,-2.8446348495106557,0.9434047712580578,0.3316435399152709
9,9,117.13375554977769,1934.565317157943,1,-2.844198122010045,0.9433888376479254,0.33168886173837137
10,10,117.46546708816817,1933.6219362935522,1,-2.8437611432739285,0.9433728883323903,0.3317342212666695
11,11,117.79722400495862,1932.6785713863387,1,-2.8433239130929926,0.9433569232890546,0.3317796185461201
12,12,118.12902633792339,1931.7352224520419,1,-2.8428864312576887,0.9433409424954783,0.3318250536227526
13,13,118.46087412488284,1930.7918895064229,1,-2.842448697558225,0.9433249459291797,0.3318705265426718
14,14,118.792767403703,1929.8485725652658,1,-2.842010711784574,0.9433089335676345,0.3319160373520569
15,15,119.12470621229657,1928.905271644377,1,-2.8415724737264654,0.9432929053882765,0.331961586097163
16,16,119.4566905886226,1927.961986759586,1,-2.8411339831733877,0.9432768613684965,0.3320071728243203
17,17,119.78872057068612,1927.018717926744,1,-2.8406952399145924,0.9432608014856437,0.3320527975799345
18,18,120.12079619653888,1926.0754651617258,1,-2.840256243739084,0.9432447257170241,0.3320984604104875
19,19,120.45291750427917,1925.1322284804285,1,-2.839816994435632,0.9432286340399011,0.33214416136253616
20,20,120.78508453205168,1924.1890078987717,1,-2.8393774917927597,0.9432125264314953,0.33218990048271413
21,21,121.11729731804789,1923.2458034326985,1,-2.8389377355987473,0.9431964028689851,0.33223567781773133
