,arclength loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
0,0,355.4718371828403,1943.0552476868868,1,-2.881818199278952,0.9447377767088058,0.3278269867770232
1,1,355.7997060884175,1942.1105244571759,1,-2.8809925498759394,0.9447086764814716,0.32791083632692924
2,2,356.1276588800554,1941.1658303445358,1,-2.880166578525932,0.944679542556511,0.3279947589142561
3,3,356.4556956308412,1940.2211653826928,1,-2.879340284972648,0.9446503748765167,0.32807875463927333
4,4,356.78381641396294,1939.2765296054306,1,-2.8785136689594757,0.9446211733839528,0.3281628236024372
5,5,357.112021302709,1938.3319230465909,1,-2.877686730229458,0.9445919380211542,0.32824696590439334
6,6,357.44031037046875,1937.3873457400725,1,-2.8768594685253075,0.9445626687303271,0.32833118164597547
7,7,357.7686836907323,1936.4427977198327,1,-2.8760318835893948,0.9445333654535474,0.32841547092820633
8,8,358.09714133709065,1935.4982790198862,1,-2.875203975163754,0.9445040281327615,0.3284998338522985
9,9,358.4256833832365,1934.5537896743062,1,-2.8743757429900776,0.9444746567097851,0.32858427051965466
10,10,358.75430990296394,1933.609329717224,1,-2.8735471868097195,0.9444452511263034,0.32866878103186775
11,11,359.0830209701686,1932.6648991828292,1,-2.872718306363694,0.9444158113238701,0.3287533654907216
12,12,359.4118166588481,1931.7204981053703,1,-2.871889101392673,0.9443863372439082,0.32883802399819145
13,13,359.7406970431022,1930.7761265191539,1,-2.8710595716369847,0.9443568288277081,0.32892275665644466
14,14,360.069662197133,1929.8317844585458,1,-2.8702297168366173,0.9443272860164283,0.32900756356784056
15,15,360.39871219524457,1928.8874719579705,1,-2.869399536731218,0.944297708751095,0.329092444834931
16,16,360.727847111844,1927.9431890519115,1,-2.8685690310600855,0.9442680969726011,0.32917740056046163
17,17,361.05706702144147,1926.9989357749118,1,-2.867738199562175,0.944238450621706,0.3292624308473714
18,18,361.3863719986497,1926.0547121615734,1,-2.866907041976101,0.9442087696390362,0.32934753579879317
19,19,361.71576211818495,1925.1105182465578,1,-2.866075558040127,0.9441790539650835,0.3294327155180549
20,20,362.04523745486654,1924.166354064586,1,-2.865243747492174,0.9441493035402058,0.32951797010867906
21,21,362.3747980836181,1923.2222196504388,1,-2.864411610069814,0.9441195183046256,0.329603299674384
22,22,362.70444407946616,1922.278115038957,1,-2.863579145510271,0.9440896981984307,0.32968870431908387
23,23,363.0341755175423,1921.334040265041,1,-2.8627463535504223,0.9440598431615728,0.3297741841468893
24,24,363.3639924730813,1920.389995363652,1,-2.8619132339267983,0.9440299531338688,0.3298597392621076
25,25,363.69389502142303,1919.4459803698103,1,-2.861079786375575,0.944000028054998,0.32994536976924377
26,26,364.0238832380119,1918.501995318598,1,-2.8602460106325815,0.9439700678645039,0.3300310757730005
27,27,364.3539571983965,1917.5580402451565,1,-2.8594119064332943,0.9439400725017925,0.3301168573782789
28,28,364.68411697823115,1916.6141151846884,1,-2.8585774735128426,0.9439100419061325,0.3302027146901785
