,arclength loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
0,0,132.34464072528507,1943.05472768269,1,-2.896904087302533,0.9452655762210511,0.3263019926563188
1,1,132.67096225805867,1942.1094688518674,1,-2.8965157793356413,0.945252083066108,0.3263410784121174
2,2,132.99732289329813,1941.1642235208733,1,-2.896127226855587,0.9452385765604661,0.3263801975946824
3,3,133.32372266445068,1940.218991703068,1,-2.895738429647245,0.945225056685215,0.32641935024509827
4,4,133.6501616050047,1939.2737734118305,1,-2.89534938749524,0.9452115234214092,0.3264585364045165
5,5,133.9766397484899,1938.3285686605589,1,-2.8949601001839462,0.9451979767500679,0.32649775611415505
6,6,134.30315712847712,1937.38337746267,1,-2.8945705674974853,0.9451844166521751,0.32653700941529945
7,7,134.62971377857843,1936.4381998316003,1,-2.8941807892197304,0.9451708431086799,0.32657629634930213
8,8,134.95630973244744,1935.4930357808046,1,-2.8937907651343,0.9451572561004954,0.32661561695758295
9,9,135.28294502377943,1934.5478853237573,1,-2.8934004950245624,0.9451436556084996,0.32665497128162896
10,10,135.60961968631054,1933.6027484739518,1,-2.8930099786736325,0.9451300416135349,0.3266943593629952
11,11,135.93633375381893,1932.6576252449006,1,-2.8926192158643733,0.9451164140964079,0.3267337812433041
12,12,136.2630872601248,1931.7125156501356,1,-2.892228206379391,0.9451027730378896,0.32677323696424615
13,13,136.5898802390892,1930.7674197032077,1,-2.891836950001044,0.9450891184187152,0.3268127265675798
14,14,136.9167127246156,1929.822337417687,1,-2.8914454465114323,0.9450754502195842,0.32685225009513164
15,15,137.24358475064918,1928.8772688071635,1,-2.8910536956924027,0.9450617684211595,0.3268918075887964
16,16,137.570496351177,1927.932213885246,1,-2.8906616973255472,0.9450480730040687,0.3269313990905374
17,17,137.89744756022816,1926.987172665563,1,-2.8902694511922036,0.9450343639489031,0.3269710246423866
18,18,138.22443841187385,1926.0421451617622,1,-2.889876957073451,0.9450206412362173,0.3270106842864446
19,19,138.5514689402273,1925.0971313875107,1,-2.889484214750117,0.9450069048465302,0.3270503780648805
20,20,138.878539179444,1924.1521313564954,1,-2.88909122400277,0.9449931547603238,0.3270901060199329
21,21,139.2056491637218,1923.2071450824226,1,-2.8886979846117233,0.9449793909580441,0.3271298681939091
22,22,139.5327989273007,1922.2621725790182,1,-2.88830449635703,0.9449656134201001,0.32716966462918623
23,23,139.85998850446308,1921.3172138600276,1,-2.88791075901849,0.9449518221268645,0.32720949536821003
24,24,140.1872179295343,1920.372268939216,1,-2.887516772375643,0.9449380170586734,0.3272493604534964
25,25,140.51448723688173,1919.427337830368,1,-2.88712253620777,0.9449241981958254,0.3272892599276308
26,26,140.84179646091548,1918.4824205472885,1,-2.8867280502938946,0.9449103655185833,0.3273291938332685
27,27,141.16914563608842,1917.5375171038015,1,-2.88633331441278,0.9448965190071718,0.32736916221313456
28,28,141.4965347968962,1916.592627513751,1,-2.885938328342933,0.9448826586417791,0.3274091651100244
29,29,141.82396397787747,1915.6477517910012,1,-2.885543091862597,0.9448687844025563,0.32744920256680365
30,30,142.15143321361327,1914.7028899494355,1,-2.8851476047497573,0.9448548962696173,0.32748927462640826
31,31,142.478942538728,1913.758042002958,1,-2.8847518667821386,0.944840994223038,0.3275293813318447
32,32,142.80649198788902,1912.813207965492,1,-2.8843558777372023,0.9448270782428579,0.32756952272619067
33,33,143.13408159580703,1911.8683878509812,1,-2.8839596373921523,0.9448131483090785,0.3276096988525937
34,34,143.4617113972354,1910.9235816733892,1,-2.883563145523928,0.9447992044016637,0.3276499097542733
35,35,143.78938142697123,1909.9787894466997,1,-2.8831664019092083,0.9447852465005394,0.3276901554745195
36,36,144.11709171985467,1909.0340111849164,1,-2.882769406324408,0.9447712745855947,0.3277304360566939
37,37,144.4448423107696,1908.0892469020632,1,-2.882372158545679,0.94475728863668,0.3277707515442294
38,38,144.77263323464268,1907.1444966121842,1,-2.881974658348911,0.9447432886336078,0.32781110198063057
39,39,145.10046452644474,1906.1997603293437,1,-2.88157690550973,0.9447292745561534,0.32785148740947373
40,40,145.42833622119025,1905.2550380676262,1,-2.8811788998034977,0.9447152463840528,0.32789190787440664
41,41,145.75624835393694,1904.3103298411363,1,-2.88078064100531,0.9447012040970049,0.3279323634191499
42,42,146.08420095978653,1903.3656356639995,1,-2.8803821288899996,0.9446871476746692,0.3279728540874954
43,43,146.41219407388462,1902.4209555503608,1,-2.8799833632321326,0.9446730770966681,0.32801337992330815
44,44,146.7402277314207,1901.4762895143865,1,-2.8795843438060107,0.9446589923425848,0.3280539409705249
45,45,147.06830196762797,1900.5316375702625,1,-2.8791850703856685,0.9446448933919634,0.32809453727315546
46,46,147.39641681778403,1899.586999732196,1,-2.8787855427448736,0.9446307802243107,0.32813516887528243
47,47,147.72457231721043,1898.6423760144141,1,-2.878385760657129,0.9446166528190937,0.32817583582106097
48,48,148.05276850127282,1897.6977664311646,1,-2.877985723895667,0.9446025111557408,0.3282165381547197
