,arclength loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
0,0,148.736257670367,1943.0482299286753,1,-3.1018906385135567,0.9517632785218765,0.30683327990504744
1,1,149.04311203455933,1942.0964734476486,1,-3.101420024945276,0.9517496809498167,0.30687545488670476
2,2,149.35000859311396,1941.1447305714748,1,-3.100949101546712,0.951736068812028,0.3069176686380679
3,3,149.65694738482608,1940.193001314731,1,-3.1004778680371725,0.9517224420862945,0.30695992121008236
4,4,149.96392844854182,1939.241285692016,1,-3.1000063241356344,0.9517088007503567,0.30700221265378186
5,5,150.27095182315844,1938.289583717951,1,-3.09953446956074,0.9516951447819108,0.30704454302028883
6,6,150.57801754762443,1937.33789540718,1,-3.0990623040308014,0.9516814741586083,0.30708691236081376
7,7,150.88512566093928,1936.386220774369,1,-3.0985898272637953,0.9516677888580566,0.3071293207266562
8,8,151.19227620215412,1935.434559834206,1,-3.098117038977363,0.9516540888578182,0.30717176816920494
9,9,151.49946921037142,1934.4829126014026,1,-3.0976439388888126,0.9516403741354108,0.3072142547399374
10,10,151.806704724745,1933.531279090692,1,-3.0971705267151157,0.9516266446683077,0.30725678049042093
11,11,152.11398278448064,1932.57965931683,1,-3.0966968021729104,0.9516129004339362,0.30729934547231175
12,12,152.4213034288353,1931.6280532945952,1,-3.0962227649784952,0.9515991414096802,0.3073419497373567
13,13,152.7286666971183,1930.676461038789,1,-3.0957484148478343,0.9515853675728764,0.3073845933373917
14,14,153.0360726286905,1929.7248825642353,1,-3.0952737514965545,0.9515715789008182,0.30742727632434336
15,15,153.34352126296488,1928.7733178857804,1,-3.094798774639942,0.951557775370752,0.3074699987502286
16,16,153.65101263940633,1927.821767018294,1,-3.09432348399295,0.9515439569598798,0.3075127606671545
17,17,153.95854679753208,1926.8702299766683,1,-3.0938478792701862,0.951530123645357,0.3075555621273194
18,18,154.2661237769114,1925.9187067758182,1,-3.093371960185924,0.9515162754042944,0.3075984031830121
19,19,154.57374361716612,1924.967197430682,1,-3.0928957264540955,0.951502412213756,0.3076412838866128
20,20,154.8814063579702,1924.0157019562205,1,-3.092419177788293,0.9514885340507603,0.30768420429059284
21,21,155.1891120390504,1923.0642203674176,1,-3.091942313901766,0.9514746408922794,0.3077271644475152
22,22,155.49686070018598,1922.1127526792804,1,-3.0914651345074233,0.9514607327152395,0.30777016441003463
23,23,155.804652381209,1921.161298906839,1,-3.0909876393178335,0.9514468094965203,0.3078132042308976
24,24,156.1124871220041,1920.2098590651467,1,-3.0905098280452203,0.9514328712129553,0.30785628396294296
25,25,156.4203649625089,1919.25843316928,1,-3.090031700401467,0.9514189178413311,0.3078994036591015
26,26,156.728285942714,1918.3070212343382,1,-3.089553256098111,0.9514049493583882,0.307942563372397
27,27,157.03625010266325,1917.3556232754447,1,-3.089074494846348,0.9513909657408197,0.3079857631559456
28,28,157.3442574824534,1916.4042393077457,1,-3.0885954163570264,0.9513769669652724,0.30802900306295666
29,29,157.6523081222345,1915.4528693464108,1,-3.0881160203406517,0.9513629530083456,0.30807228314673235
30,30,157.96040206221008,1914.5015134066332,1,-3.0876363065073837,0.9513489238465916,0.30811560346066835
31,31,158.26853934263698,1913.5501715036294,1,-3.087156274567036,0.9513348794565161,0.3081589640582538
32,32,158.5767200038257,1912.5988436526393,1,-3.0866759242290747,0.9513208198145763,0.30820236499307174
33,33,158.8849440861402,1911.6475298689268,1,-3.086195255202618,0.9513067448971828,0.308245806318799
34,34,159.19321162999842,1910.696230167779,1,-3.0857142671964395,0.9512926546806981,0.30828928808920664
35,35,159.50152267587185,1909.744944564507,1,-3.085232959918962,0.951278549141438,0.30833281035815996
36,36,159.80987726428617,1908.7936730744455,1,-3.0847513330782608,0.9512644282556688,0.30837637317961897
37,37,160.11827543582066,1907.8424157129527,1,-3.0842693863820605,0.9512502919996103,0.3084199766076384
38,38,160.426717231109,1906.891172495411,1,-3.0837871195377393,0.9512361403494336,0.30846362069636774
39,39,160.73520269083912,1905.9399434372262,1,-3.083304532252321,0.9512219732812618,0.308507305500052
40,40,161.04373185575312,1904.9887285538284,1,-3.082821624232481,0.9512077907711697,0.3085510310730315
41,41,161.35230476664748,1904.0375278606716,1,-3.0823383951845407,0.9511935927951832,0.3085947974697421
42,42,161.6609214643732,1903.0863413732334,1,-3.0818548448144747,0.9511793793292806,0.30863860474471533
43,43,161.96958198983577,1902.135169107016,1,-3.0813709728278997,0.9511651503493905,0.30868245295257896
44,44,162.27828638399558,1901.1840110775454,1,-3.0808867789300813,0.9511509058313937,0.30872634214805705
45,45,162.58703468786757,1900.2328673003717,1,-3.0804022628259324,0.9511366457511213,0.30877027238596993
46,46,162.89582694252164,1899.2817377910694,1,-3.079917424220013,0.9511223700843556,0.3088142437212344
47,47,163.20466318908262,1898.330622565237,1,-3.0794322628165243,0.9511080788068301,0.3088582562088647
48,48,163.5135434687303,1897.3795216384974,1,-3.0789467783193163,0.9510937718942285,0.30890230990397166
49,49,163.82246782270002,1896.4284350264982,1,-3.07846097043188,0.9510794493221854,0.30894640486176367
50,50,164.13143629228193,1895.4773627449106,1,-3.0779748388573545,0.9510651110662858,0.30899054113754626
51,51,164.44044891882174,1894.526304809431,1,-3.077488383298518,0.951050757102065,0.30903471878672323
52,52,164.7495057437207,1893.5752612357796,1,-3.0770016034577927,0.9510363874050086,0.30907893786479596
53,53,165.05860680843517,1892.6242320397018,1,-3.0765144990372453,0.9510220019505524,0.3091231984273639
54,54,165.3677521544779,1891.6732172369673,1,-3.0760270697385783,0.9510076007140821,0.3091675005301254
55,55,165.6769418234168,1890.7222168433705,1,-3.075539315263142,0.950993183670933,0.3092118442288768
56,56,165.9861758568757,1889.7712308747302,1,-3.0750512353119213,0.9509787507963905,0.30925622957951365
57,57,166.29545429653456,1888.8202593468902,1,-3.0745628295855467,0.9509643020656892,0.30930065663802997
58,58,166.6047771841294,1887.8693022757193,1,-3.0740740977842824,0.9509498374540137,0.30934512546052007
59,59,166.91414456145216,1886.9183596771106,1,-3.073585039608036,0.9509353569364976,0.3093896361031765
60,60,167.2235564703511,1885.9674315669827,1,-3.073095654756351,0.9509208604882234,0.30943418862229227
61,61,167.53301295273099,1885.0165179612786,1,-3.0726059429284076,0.9509063480842237,0.3094787830742603
62,62,167.84251405055295,1884.0656188759667,1,-3.0721159038230264,0.9508918196994789,0.3095234195155732
63,63,168.15205980583443,1883.1147343270402,1,-3.071625537138662,0.950877275308919,0.30956809800282425
64,64,168.46165026064972,1882.1638643305173,1,-3.071134842573406,0.9508627148874222,0.3096128185927072
65,65,168.77128545713012,1881.2130089024417,1,-3.0706438198249844,0.9508481384098159,0.3096575813420167
66,66,169.0809654374632,1880.2621680588823,1,-3.070152468590761,0.9508335458508752,0.309702386307648
67,67,169.39069024389397,1879.3113418159328,1,-3.0696607885677296,0.9508189371853241,0.30974723354659844
68,68,169.70045991872396,1878.3605301897126,1,-3.0691687794525224,0.9508043123878342,0.30979212311596577
69,69,170.01027450431255,1877.4097331963662,1,-3.0686764409414,0.950789671433026,0.3098370550729504
70,70,170.32013404307583,1876.4589508520637,1,-3.0681837727302606,0.9507750142954672,0.30988202947485394
71,71,170.63003857748754,1875.5081831730006,1,-3.0676907745146305,0.9507603409496734,0.3099270463790806
72,72,170.93998815007862,1874.557430175398,1,-3.0671974459896685,0.9507456513701081,0.30997210584313667
73,73,171.24998280343758,1873.606691875502,1,-3.066703786850168,0.9507309455311823,0.31001720792463117
74,74,171.56002258021113,1872.6559682895854,1,-3.0662097967905466,0.9507162234072541,0.3100623526812761
75,75,171.8701075231028,1871.7052594339457,1,-3.0657154755048572,0.9507014849726292,0.31010754017088593
76,76,172.1802376748749,1870.7545653249065,1,-3.0652208226867774,0.9506867302015601,0.3101527704513793
77,77,172.4904130783472,1869.803885978817,1,-3.0647258380296165,0.9506719590682468,0.31019804358077774
78,78,172.8006337763975,1868.8532214120528,1,-3.064230521226312,0.950657171546835,0.31024335961720656
79,79,173.11089981196213,1867.9025716410147,1,-3.0637348719694275,0.9506423676114188,0.3102887186188953
80,80,173.42121122803542,1866.9519366821296,1,-3.0632388899511533,0.9506275472360376,0.3103341206441775
81,81,173.7315680676701,1866.0013165518506,1,-3.0627425748633077,0.9506127103946778,0.3103795657514913
82,82,174.04197037397773,1865.0507112666564,1,-3.062245926397333,0.950597857061272,0.3104250539993795
83,83,174.35241819012793,1864.1001208430525,1,-3.0617489442442984,0.9505829872096986,0.31047058544648953
84,84,174.66291155934934,1863.1495452975698,1,-3.0612516280948974,0.9505681008137828,0.31051616015157435
85,85,174.97345052492958,1862.1989846467661,1,-3.0607539776394455,0.950553197847295,0.31056177817349206
86,86,175.2840351302147,1861.248438907225,1,-3.0602559925678836,0.9505382782839517,0.31060743957120657
87,87,175.59466541861013,1860.2979080955563,1,-3.0597576725697753,0.9505233420974152,0.3106531444037875
88,88,175.90534143358013,1859.3473922283965,1,-3.059259017334308,0.9505083892612927,0.31069889273041035
89,89,176.21606321864874,1858.3968913224087,1,-3.0587600265502872,0.9504934197491371,0.3107446846103573
90,90,176.52683081739863,1857.4464053942818,1,-3.058260699906142,0.9504784335344469,0.31079052010301705
91,91,176.83764427347242,1856.4959344607319,1,-3.0577610370899224,0.9504634305906652,0.310836399267885
92,92,177.1485036305721,1855.5454785385011,1,-3.0572610377892957,0.9504484108911796,0.3108823221645635
93,93,177.45940893245918,1854.5950376443586,1,-3.056760701691551,0.9504333744093235,0.31092828885276247
94,94,177.77036022295536,1853.6446117951002,1,-3.056260028483596,0.950418321118374,0.310974299392299
95,95,178.08135754594173,1852.6942010075481,1,-3.0557590178519556,0.9504032509915535,0.31102035384309823
96,96,178.39240094535958,1851.743805298552,1,-3.0552576694827724,0.9503881640020283,0.31106645226519325
97,97,178.70349046521022,1850.7934246849875,1,-3.0547559830618076,0.9503730601229089,0.3111125947187251
98,98,179.01462614955534,1849.843059183758,1,-3.0542539582744364,0.95035793932725,0.31115878126394386
99,99,179.32580804251677,1848.8927088117935,1,-3.053751594805651,0.9503428015880502,0.31120501196120787
100,100,179.63703618827674,1847.9423735860512,1,-3.053248892340058,0.9503276468782521,0.31125128687098486
101,101,179.948310631078,1846.992053523515,1,-3.05274585056188,0.9503124751707415,0.3112976060538514
102,102,180.25963141522405,1846.0417486411964,1,-3.052242469154953,0.950297286438348,0.31134396957049365
103,103,180.57099858507897,1845.0914589561337,1,-3.051738747802726,0.9502820806538443,0.31139037748170756
104,104,180.8824121850678,1844.1411844853928,1,-3.0512346861882604,0.9502668577899469,0.31143682984839915
