,x,y,gradient,smoothness,gradient_even,smoothness_even
0,20.0,1900.0,-1.325,-0.05945512820512888,-53.0,-2.3782051282051553
1,60.0,1847.0,-3.7032051282051555,-0.01917677910324811,-53.0,-1.2316622103386812
2,72.0,1794.0,-3.7883244206773625,0.022747840394900708,-55.5,0.8094624125874272
3,94.0,1736.0,-2.084280303030301,0.0434414294402041,-49.5,0.7554602872617622
4,126.0,1695.0,-2.277403846153838,-0.02803878181535084,-49.5,-0.5144725340449039
5,146.0,1637.0,-3.1132253711201088,-0.00587500380337716,-60.5,-0.14958074479966754
6,165.0,1574.0,-2.5765653357531733,0.028127866453637827,-52.5,0.6735858656366815
7,194.0,1532.0,-1.7660536398467457,0.0038758352013264705,-46.5,0.1942981417643992
8,219.0,1481.0,-2.187969052224375,-0.019544897053852074,-51.0,-0.4517805295898576
9,241.0,1430.0,-2.669614699026461,-0.017306732527073834,-50.5,-0.35780671670072905
10,258.0,1380.0,-2.903582485625833,-0.01584786042990393,-55.0,-0.3104307457248652
11,279.0,1320.0,-3.290476190476191,0.003537529371722886,-57.0,-0.049266958245283377
12,294.0,1266.0,-3.0021164021163997,0.02519952425414618,-53.0,0.6295790538437593
13,321.0,1214.0,-2.0313180827886725,0.0146033218092042,-51.5,0.4328825253825257
14,345.0,1163.0,-2.1363513513513483,-0.0038700929334208687,-79.5,-0.12289951716422287
15,395.0,1055.0,-2.2771171171171183,-0.0038247319807775404,-82.0,-0.12209390664527753
16,419.0,999.0,-2.3805391646419034,-0.007317133498863811,-81.0,-0.3248954966548503
17,462.0,893.0,-2.926908110426819,-0.001648717680997669,-89.5,-0.22412801685925654
18,485.0,820.0,-2.8287951983604165,0.00878237328576738,-91.0,0.5724933513313566
19,539.0,711.0,-1.7819214077641057,0.00615703284170771,-83.0,0.4811279276752427
20,574.0,654.0,-1.866539343009931,-0.001494928809838928,-63.0,-0.05262030527272721
21,607.0,585.0,-1.88716201830956,0.004724254868902905,-58.5,0.11937005760535202
22,635.0,537.0,-1.627799227799227,0.00886749966810968,-52.0,0.28406262449104647
23,672.0,481.0,-1.3190367693274672,0.005604386970666024,-51.5,0.20639897500362547
24,715.0,434.0,-1.215001277791976,0.0012719226382017258,-46.5,0.057931083076432355
25,750.0,388.0,-1.2031746031746025,0.0013655674405159573,-67.0,0.21739634970913013
26,849.0,300.0,-0.7802085783737158,0.0033275433791488803,-80.0,0.33613891205634294
27,958.0,228.0,-0.5308967790619166,0.001994194688979525,-49.0,0.17627745172688758
28,1014.0,202.0,-0.42765367491994066,0.0017845634044639882,-25.0,0.1049158754500572
29,1076.0,178.0,-0.32106502816180216,0.0021565430135140357,-20.0,0.13522483682407138
30,1139.0,162.0,-0.1572040012717979,0.002593440410126297,-10.0,0.15306938647927726
31,1194.0,158.0,-0.01492625520324764,0.0019269558374292693,-0.5,0.10758799364413424
32,1255.0,161.0,0.05797198601647058,0.0015499972675135755,4.0,0.10852809696836585
33,1328.0,166.0,0.20212993873348406,0.0024382787418432204,12.5,0.16148530593763993
34,1391.0,186.0,0.38094259789175045,0.0018811254663391487,22.0,0.11815758625188855
35,1446.0,210.0,0.43844511123726115,0.0017366328472483688,25.0,0.10185313109041916
36,1505.0,236.0,0.5846488600725888,0.002608905136921082,31.5,0.14393245323373316
37,1557.0,273.0,0.7263100177047275,0.0022960177898055482,45.0,0.13158215407711316
38,1628.0,326.0,0.8478131682268151,0.002242335953030491,48.0,0.12170725859547271
39,1675.0,369.0,0.9697245348956729,0.002712910569913879,44.5,0.1245608488367842
40,1720.0,415.0,1.0969348659003835,0.00163703307799953,47.5,0.07466154207597331
41,1762.0,464.0,1.1190476190476195,-0.0025328713861023366,47.0,-0.1063805982162982
42,1804.0,509.0,0.8841736694677871,0.04488182527913122,41.0,3.3921918767506978
45,1907.0,675.0,1.776166081186572,-0.10430650367007174,89.5,-2.8619359018085775
46,1968.0,796.0,1.8082710535257027,0.0010032168654657359,182.5,0.2645383527916563
47,2164.0,1040.0,2.3052427867698846,0.003734569599964037,167.0,0.31967215869179977
48,2200.0,1130.0,2.4476153709093023,0.0027365301869237534,174.0,0.009744543761163627
49,2313.0,1388.0,2.324731874292212,-0.0023254300288423416,180.5,-0.12320608117657539
50,2357.0,1491.0,2.2012032085561515,0.0009554951317176236,77.0,-0.025668076183539057
51,2381.0,1542.0,2.2733957219251337,0.0007247972427752332,81.5,-0.04004824459428136
52,2425.0,1654.0,2.1211067193675888,-0.0007437697520818465,79.5,-0.06614230540701271
53,2450.0,1701.0,2.1411111111111083,0.0019310496267017155,47.0,0.038359683794464416
54,2470.0,1748.0,2.1978260869565176,-0.0004189749306806531,49.5,-0.0320940170940176
55,2496.0,1800.0,2.076923076923073,-0.0008457679444300731,54.0,-0.021989966555181928
56,2522.0,1856.0,2.1538461538461537,0.0029585798816569478,56.0,0.07692307692308065
