,x,y,gradient,smoothness,gradient_even,smoothness_even
12,654.0,599.0,-1.5859202357150384,-0.017921461224057435,-45.75,-1.196994955268286
13,693.0,556.0,-4.447455743430979,-0.011358168063036633,-43.5,-1.421597015340585
14,701.5,512.0,-4.429114266396208,0.08315538917316256,-49.25,5.221921233210673
20,991.0,209.5,-0.5645079477901267,0.002560515004818513,-42.25,0.37539335849043975
21,1203.0,183.5,-0.01804498236552554,0.002116300998479473,-12.75,0.3281382569655585
22,1258.0,184.0,0.09176856614099027,0.0023932284525266505,12.75,0.21447432226484592
25,1544.0,336.0,0.8771153267088225,0.001454808615651549,35.5,0.05917682840181904
26,1584.0,372.0,0.9251514454412995,0.0036734324351249386,37.25,0.14909964690176913
27,1624.5,410.5,1.1753146205123608,0.006321809546191069,39.0,0.21988549967277615
28,1654.0,450.0,1.3649224447868518,0.004353566333227355,42.75,0.12836000576113582
29,1687.0,496.0,1.4320346320346324,-0.08176756580240574,45.0,-2.335701963134167
31,1741.0,369.0,45.26785714285714,0.8749871483838447,22.5,25.654162399726914
33,1776.0,632.0,1.516129032258064,-0.7452180697911247,47.0,-23.101760163524865
48,2433.0,1871.0,7.142857142857143,0.08985260770975513,50.0,0.6289682539682859
