,x,y,gradient,smoothness,gradient_even,smoothness_even
0,117.0,1910.0,-1.9056603773584906,-0.0020896733617367,-101.0,-0.11075268817204509
1,170.0,1809.0,-2.0164130655305357,-0.019670207211555185,-92.5,-0.7141470369936317
2,210.0,1725.0,-3.333954451345754,0.0011663618268714926,-88.5,-0.4198389039758208
3,233.0,1632.0,-2.8560908734821773,0.022883069404808498,-64.0,0.724956633652285
4,270.0,1597.0,-1.884041184041184,0.005717873807118641,-66.0,0.24583992295662682
5,305.0,1500.0,-2.3644110275689236,-0.007479908037183611,-98.5,-0.1434135816488773
6,365.0,1400.0,-2.1708683473389385,-0.0023307932748697496,-103.0,-0.03385593645420393
7,407.0,1294.0,-2.4321229004773315,-0.014434763775953194,-96.5,-0.5315458498322947
8,444.0,1207.0,-3.233960047003528,-0.009140655121667757,-87.0,-0.4164591138036382
9,467.0,1120.0,-3.265041128084608,0.011372475924200095,-88.5,0.5735224279752025
10,504.0,1030.0,-2.086915191053123,0.01807417565166599,-85.5,0.5758137824518013
11,554.0,949.0,-2.1134135631810054,-0.005205893187585825,-65.5,-0.09082700458688153
12,575.5,899.0,-2.268569200226886,-0.0019686183432948215,-68.25,0.07832136492383768
13,615.5,812.5,-1.95677083333333,0.008180111578924364,-65.25,0.2568336197212857
14,639.5,768.5,-1.7549019607843146,0.0028536049836599686,-44.5,0.05505208333332945
15,666.5,723.5,-1.8466666666666711,-0.004937693363656792,-45.5,-0.11774233204253415
16,689.5,677.5,-1.990386624869383,-0.0023572704640556445,-71.75,0.07707931853093353
17,739.0,580.0,-1.692508029604804,0.009144349927511876,-70.25,0.30172034625513566
18,767.0,537.0,-1.3869459323591116,0.008165905766915189,-41.75,0.23450907307568936
19,800.5,496.5,-1.2234898834534254,0.0037757116939920003,-61.25,0.13471682786208006
20,866.0,414.5,-1.1175122766349515,0.0019338651412685271,-75.5,0.1337966143894398
21,937.0,345.5,-0.9558966546745458,0.0022931548182489256,-52.5,0.12454938974924223
22,975.0,309.5,-0.868413497136467,0.0021782471627096248,-34.75,0.08755853399250269
23,1018.0,276.0,-0.7807795866895404,0.0012314431434539072,-34.75,0.05229514866700469
24,1064.0,240.0,-0.7638231998024576,0.004025096196699863,-41.25,0.29301400092253815
25,1127.0,193.5,-0.1947515848444641,0.006809528547215455,-17.0,0.4122824016872898
26,1178.0,206.0,0.060741603572121994,0.0018801809213201156,3.25,0.09804794469743772
27,1228.0,200.0,0.001344304550411346,-0.0002011319086108231,2.25,0.006051071198543201
28,1293.5,210.5,0.0728437459692084,-0.0005331265384838921,5.5,-0.003462670703872628
29,1340.0,211.0,-0.00558103685733391,0.00392919887175869,-0.25,0.17893266725939816
30,1386.0,210.0,0.4307090804880047,0.0008427655228721775,40.5,-0.23846215251150427
31,1458.0,292.0,-0.48250534188034244,-0.004663733619118963,21.75,-0.474197260024222
32,1490.0,253.5,-0.5176854395604393,0.008116471516607396,-3.75,0.5828078548866593
33,1542.0,284.5,0.6831103678929762,0.012485476136932919,30.5,0.6869266429349212
34,1582.0,314.5,0.8561678463094031,0.003990981748588153,37.5,0.16944852907303543
35,1628.0,359.5,1.022007426039047,0.0031634057539931277,63.5,0.1745351244643456
36,1703.0,441.5,1.2052380952380943,0.004164215399620828,59.75,0.16440540445563734
37,1733.0,479.0,1.3508182349503217,0.0045397646179030846,39.75,0.1342307478222149
38,1762.0,521.0,1.4736995908825241,0.0052861530885087195,43.5,0.15700846494242127
39,1792.0,566.0,1.6648351648351642,0.003404550219369251,46.0,0.10640284563746683
40,1818.0,613.0,1.6865052821574578,0.004332516191485041,47.75,0.14584012140853098
41,1849.5,661.5,1.9565154076522262,0.011364375769373936,50.25,0.2891445749474042
42,1872.5,713.5,2.264794432052266,0.032524501717570924,49.25,0.6622032185787461
43,1893.0,760.0,3.2809218448097184,0.035703161121838495,48.75,0.682987399358481
48,2094.0,1234.0,2.3871150478937047,-0.0039526508990995815,87.0,-0.1509474118612184
49,2132.0,1323.0,2.1488810311739766,-0.0011677503158940422,86.0,-0.020107911543750134
57,2425.0,1859.0,0.014150943396226415,0.0031680411035792883,1.5,0.33581235697940454
