,x,y
0,1246,57
1,1191,59
2,91,67
3,1136,71
4,1344,72
5,1439,82
6,1088,92
7,1488,101
8,1040,120
9,1535,135
10,992,159
11,954,191
12,1622,209
13,920,222
14,1657,253
15,1694,293
16,848,306
17,1730,331
18,2227,340
19,815,353
20,1757,374
21,774,412
22,1781,417
23,1805,465
24,737,466
25,1826,518
26,706,527
27,675,577
28,1874,616
29,650,618
30,1895,660
31,628,662
32,1916,700
33,604,706
34,1926,745
35,1954,787
36,1965,829
37,545,834
38,515,870
39,1991,894
40,494,912
41,2017,940
42,475,954
43,452,995
44,2038,998
45,431,1040
46,2050,1042
47,406,1083
48,2065,1088
49,391,1124
50,2087,1128
51,368,1162
52,2096,1176
53,2118,1226
54,327,1246
55,310,1291
56,2147,1301
57,288,1334
58,2171,1347
59,267,1378
60,2184,1391
61,247,1422
62,2202,1441
63,228,1467
64,2223,1479
65,2228,1528
66,189,1550
67,2245,1570
68,2259,1611
69,150,1648
70,2281,1656
71,124,1692
72,2291,1700
73,2315,1752
74,86,1784
75,2328,1798
76,192,1806
77,2144,1827
78,74,1833
79,2342,1843
80,2109,1860
81,136,1872
