,x,y
0,2507,42
1,1540,80
2,1593,85
3,1330,89
4,1587,129
5,1212,139
6,1323,139
7,1270,140
8,1367,147
9,1163,148
10,1414,160
11,1108,162
12,1619,177
13,1672,179
14,1048,186
15,1474,192
16,1009,210
17,1517,210
18,1567,243
19,955,244
20,1609,286
21,918,289
22,1648,320
23,877,324
24,845,366
25,718,384
26,1713,398
27,813,406
28,1746,437
29,779,444
30,2324,524
31,1797,526
32,727,534
33,1832,575
34,695,580
35,1877,670
36,653,677
37,1909,711
38,635,727
39,1929,757
40,611,769
41,1940,801
42,591,809
43,573,849
44,1964,849
45,1985,887
46,562,894
47,2011,922
48,2032,960
49,528,971
50,2040,1003
51,504,1007
52,2062,1042
53,482,1054
54,2093,1079
55,461,1096
56,2098,1126
57,446,1137
58,2119,1168
59,2139,1209
60,414,1225
61,2163,1248
62,378,1259
63,2182,1287
64,367,1304
65,2199,1327
66,344,1349
67,2213,1368
68,331,1391
69,2235,1411
70,313,1431
71,2258,1452
72,306,1477
73,2278,1495
74,283,1515
75,264,1565
76,1684,1573
77,2310,1581
78,233,1611
79,2333,1625
80,215,1658
81,2347,1673
82,198,1707
83,2374,1720
84,174,1754
85,154,1826
86,2432,1868
87,2511,1872
88,509,1891
