,x,y
0,276,13
1,1204,33
2,1218,89
3,1265,90
4,1313,96
5,1418,102
6,1102,107
7,1462,124
8,1058,128
9,1507,149
10,1020,155
11,1554,183
12,969,192
13,1596,228
14,1631,264
15,902,267
16,1670,300
17,865,303
18,1705,348
19,1728,385
20,806,394
21,1754,426
22,776,435
23,1779,468
24,755,476
25,1804,513
26,727,522
27,1832,558
28,705,567
29,67,570
30,1856,607
31,685,612
32,1882,649
33,658,656
34,1895,691
35,1916,731
36,620,742
37,1937,769
38,596,785
39,1951,810
40,576,827
41,1970,849
42,561,868
43,537,910
44,2007,927
45,519,952
46,499,993
47,2042,1010
48,485,1035
49,2075,1096
50,2364,1129
51,412,1193
52,2134,1219
53,393,1240
54,2146,1261
55,379,1284
56,2171,1312
57,363,1330
58,342,1371
59,326,1413
60,2291,1433
61,2222,1441
62,2239,1481
63,294,1500
64,2253,1522
65,2122,1523
66,274,1545
67,256,1589
68,2275,1604
69,235,1637
70,2307,1648
71,1610,1649
72,2400,1659
73,2324,1699
74,62,1716
75,209,1725
76,178,1796
77,2353,1804
78,215,1814
79,167,1849
80,2377,1885
