,x,y
0,1228,374
1,1173,377
2,1274,377
3,1131,380
4,1326,386
5,966,391
6,1076,391
7,1373,401
8,1020,413
9,980,439
10,1469,451
11,1216,481
12,1519,491
13,898,504
14,1557,529
15,859,551
16,1599,561
17,827,588
18,1636,599
19,797,628
20,1665,638
21,767,669
22,1693,677
23,1722,715
24,743,719
25,1762,761
26,722,763
27,701,803
28,1780,805
29,1806,850
30,679,852
31,1833,892
32,661,897
33,1854,931
34,641,943
35,623,993
36,1897,999
37,602,1034
38,1920,1044
39,1936,1087
40,568,1119
41,1963,1124
42,555,1164
43,1987,1164
44,534,1209
45,1990,1217
46,2131,1232
47,519,1251
48,2004,1263
49,2035,1293
50,2054,1332
51,489,1336
52,2068,1376
53,2095,1414
54,462,1420
55,2136,1437
56,448,1467
57,2164,1478
58,434,1508
59,2190,1525
60,420,1549
61,406,1590
62,2202,1618
63,394,1635
64,2204,1674
65,382,1677
66,2257,1683
67,366,1721
68,2274,1728
69,453,1733
70,2436,1754
71,354,1766
72,2293,1769
73,2543,1784
74,2315,1807
75,340,1810
76,2421,1810
77,418,1819
78,2333,1853
79,326,1854
80,797,1870
81,1640,1886
