,x,y
0,1203,54
1,1577,54
2,1308,69
3,1442,102
4,1294,186
5,1204,188
6,1142,193
7,1339,203
8,1401,209
9,1087,218
10,1441,224
11,1045,232
12,1262,244
13,1483,256
14,999,261
15,1045,282
16,1530,283
17,954,295
18,1572,328
19,918,332
20,884,373
21,1648,397
22,850,410
23,1684,438
24,816,449
25,760,537
26,1728,538
27,808,561
28,1765,562
29,732,578
30,1816,652
31,1839,706
32,677,725
33,1883,779
34,619,797
35,1902,831
36,611,858
37,1903,883
38,578,888
39,1934,913
40,558,928
41,541,969
42,1964,994
43,535,1022
44,2008,1073
45,483,1088
46,2055,1127
47,448,1168
48,2082,1211
49,413,1249
50,2058,1250
51,2103,1275
52,395,1297
53,380,1343
54,2149,1358
55,364,1385
56,350,1430
57,2178,1444
58,330,1470
59,537,1522
60,302,1531
61,277,1601
62,2243,1610
63,259,1642
64,2262,1651
65,241,1685
66,2348,1690
67,2295,1725
68,311,1745
69,211,1746
70,199,1788
71,264,1814
72,180,1827
73,2426,1829
74,2486,1837
75,2202,1867
76,2250,1869
