,x,y
0,1235,99
1,1139,102
2,1183,105
3,1326,105
4,1283,106
5,1369,121
6,1081,123
7,1465,173
8,161,186
9,985,193
10,1517,212
11,936,213
12,899,248
13,1552,249
14,867,282
15,1592,284
16,1809,289
17,798,361
18,1656,361
19,1687,403
20,768,409
21,1737,483
22,715,487
23,1765,533
24,693,538
25,414,566
26,1812,626
27,1836,669
28,625,670
29,1852,712
30,1961,742
31,1875,751
32,1909,826
33,544,834
34,1920,874
35,508,917
36,1947,917
37,1965,958
38,495,971
39,1986,998
40,2000,1039
41,2019,1078
42,2034,1122
43,409,1130
44,394,1172
45,2068,1207
46,376,1212
47,2132,1241
48,363,1308
49,2119,1327
50,2134,1370
51,306,1380
52,2151,1416
53,287,1424
54,732,1443
55,414,1446
56,2170,1459
57,272,1467
58,2183,1506
59,255,1513
60,2201,1549
61,2217,1591
62,222,1598
63,2235,1635
64,204,1647
65,186,1696
66,2268,1728
67,168,1743
68,2299,1830
69,145,1840
