,x,y
0,1870,75
1,1096,225
2,1330,262
3,1280,263
4,1225,270
5,1370,273
6,1422,280
7,1180,284
8,1130,292
9,1461,305
10,1082,330
11,1517,330
12,1040,347
13,1554,367
14,997,381
15,1605,407
16,953,421
17,1552,438
18,1638,441
19,924,458
20,894,494
21,1697,517
22,863,527
23,1859,552
24,1730,553
25,835,566
26,802,609
27,1791,637
28,777,648
29,2465,664
30,1813,686
31,751,692
32,1838,731
33,706,772
34,1837,787
35,1884,819
36,674,822
37,1911,853
38,628,896
39,1947,939
40,608,952
41,1981,1010
42,588,1040
43,2008,1057
44,2031,1098
45,536,1110
46,2045,1142
47,516,1152
48,2068,1179
49,492,1194
50,2086,1221
51,470,1232
52,2105,1260
53,452,1272
54,2124,1299
55,2141,1339
56,394,1382
57,2157,1382
58,373,1428
59,2194,1450
60,355,1468
61,2214,1501
62,335,1510
63,2233,1540
64,316,1554
65,2256,1577
66,300,1596
67,2273,1617
68,277,1643
69,2287,1658
70,259,1684
71,2304,1698
72,249,1732
73,2325,1736
74,226,1775
75,2339,1777
76,207,1816
77,2353,1823
78,195,1861
