,x,y
0,1109,253
1,1257,259
2,1057,281
3,1357,287
4,1205,302
5,997,304
6,952,327
7,1262,327
8,1453,341
9,909,360
10,1497,371
11,1539,427
12,834,428
13,1584,452
14,1454,496
15,1619,497
16,763,514
17,1654,536
18,729,558
19,884,571
20,1680,581
21,704,595
22,1708,623
23,670,624
24,1731,670
25,649,679
26,1756,718
27,620,728
28,596,780
29,1797,818
30,568,824
31,1272,831
32,1825,862
33,544,869
34,1836,911
35,522,912
36,1860,947
37,501,956
38,1874,990
39,460,1033
40,436,1079
41,1910,1082
42,483,1092
43,417,1119
44,2044,1124
45,1943,1143
46,401,1163
47,1867,1208
48,388,1214
49,2042,1214
50,1971,1248
51,355,1249
52,1993,1286
53,335,1288
54,381,1332
55,2013,1332
56,323,1337
57,2033,1376
58,306,1377
59,298,1423
60,2045,1423
61,276,1466
62,2049,1468
63,239,1501
64,2082,1504
65,223,1543
66,2100,1544
67,205,1586
68,187,1632
69,2120,1638
70,171,1676
71,2134,1680
72,356,1697
73,145,1716
74,2153,1725
75,124,1759
76,2169,1768
77,108,1805
78,2186,1819
79,91,1848
80,2277,1873
81,2220,1890
