,x,y
0,1032,0
1,971,16
2,1022,43
3,1073,58
4,1062,105
5,1122,106
6,1170,108
7,1003,160
8,1154,181
9,1223,185
10,1052,191
11,1286,199
12,980,207
13,1335,210
14,930,247
15,1427,265
16,879,282
17,1485,305
18,850,314
19,1527,336
20,1182,344
21,801,356
22,1566,372
23,769,394
24,1603,410
25,738,432
26,1642,447
27,707,474
28,1675,486
29,681,521
30,1705,532
31,657,565
32,1738,575
33,630,605
34,1766,623
35,611,651
36,1801,672
37,587,710
38,1836,714
39,1857,752
40,564,761
41,1156,767
42,544,805
43,1900,828
44,522,846
45,1928,877
46,1947,926
47,485,938
48,1984,971
49,469,982
50,2008,1019
51,451,1025
52,2029,1065
53,431,1068
54,2051,1106
55,416,1112
56,2071,1151
57,400,1154
58,2095,1193
59,385,1201
60,369,1244
61,2142,1267
62,353,1288
63,2054,1288
64,337,1330
65,2189,1353
66,279,1384
67,2210,1391
68,2257,1394
69,309,1418
70,2229,1434
71,291,1462
72,2253,1477
73,2178,1495
74,273,1508
75,2261,1522
76,259,1551
77,2283,1562
78,2210,1575
79,246,1598
80,2304,1607
81,227,1642
82,2335,1689
83,192,1730
84,2363,1730
85,2392,1775
86,178,1777
87,2420,1818
88,163,1824
89,148,1869
90,24,1870
91,81,1875
