,x,y
0,306,110
1,1143,122
2,1230,126
3,1335,144
4,205,162
5,1206,187
6,1111,192
7,1304,197
8,1049,209
9,1353,209
10,1406,238
11,968,256
12,1444,263
13,883,331
14,1692,336
15,844,366
16,1570,377
17,1608,419
18,776,446
19,1640,461
20,743,489
21,1669,499
22,1692,540
23,2027,540
24,694,570
25,1715,583
26,669,617
27,1744,623
28,649,660
29,1765,675
30,623,704
31,1788,720
32,605,750
33,1813,761
34,576,793
35,1821,812
36,548,832
37,1853,841
38,1884,918
39,530,924
40,1904,959
41,471,991
42,1918,1003
43,454,1036
44,1943,1046
45,432,1076
46,1960,1086
47,415,1117
48,1977,1128
49,395,1156
50,1993,1173
51,2012,1212
52,362,1234
53,2013,1263
54,343,1279
55,327,1321
56,2082,1363
57,306,1364
58,275,1442
59,2179,1482
60,250,1488
61,233,1531
62,216,1577
63,198,1624
64,153,1713
65,2213,1716
66,136,1758
67,2161,1767
68,2091,1786
69,930,1792
70,876,1794
71,834,1798
72,2267,1810
73,2214,1811
74,2304,1829
75,2407,1836
76,2358,1838
77,848,1844
78,645,1881
