,x,y
0,1004,36
1,1188,77
2,1324,82
3,1280,87
4,1384,93
5,1067,101
6,1431,110
7,1023,123
8,1211,127
9,1263,128
10,1303,139
11,1478,141
12,982,152
13,1523,165
14,1162,166
15,1278,178
16,944,185
17,1081,200
18,1565,207
19,906,225
20,883,267
21,1555,282
22,1641,289
23,846,296
24,1678,319
25,804,345
26,1806,359
27,787,396
28,1816,402
29,1759,446
30,1843,451
31,744,455
32,1805,542
33,690,574
34,991,585
35,1839,591
36,653,611
37,1883,662
38,649,666
39,614,699
40,1903,708
41,596,744
42,1917,749
43,558,828
44,1972,855
45,519,907
46,2019,953
47,491,993
48,2064,1023
49,450,1077
50,2096,1117
51,413,1157
52,2106,1169
53,395,1201
54,2142,1229
55,2234,1239
56,398,1251
57,2173,1281
58,362,1288
59,2182,1328
60,345,1330
61,3,1352
62,328,1373
63,136,1379
64,2230,1408
65,2242,1456
66,295,1459
67,2259,1497
68,279,1504
69,211,1506
70,261,1547
71,90,1555
72,2295,1581
73,2314,1623
74,2325,1672
75,214,1684
76,2343,1723
77,193,1733
78,175,1782
79,2101,1802
80,2392,1849
81,2119,1860
82,2516,1881
83,2476,1891
