,x,y
0,1382,81
1,1217,119
2,1329,125
3,1173,127
4,1622,127
5,1371,131
6,1122,147
7,1425,147
8,1059,167
9,1487,172
10,1020,201
11,1662,201
12,1566,228
13,937,262
14,1618,265
15,902,302
16,1002,343
17,878,362
18,830,381
19,1727,385
20,1756,426
21,800,432
22,1785,468
23,751,502
24,1814,514
25,728,555
26,1836,562
27,700,604
28,1864,612
29,667,653
30,1888,663
31,645,698
32,1913,707
33,625,747
34,515,785
35,1967,823
36,575,827
37,560,869
38,1987,879
39,545,919
40,2007,933
41,2047,973
42,1998,976
43,498,999
44,2062,1032
45,480,1039
46,2080,1077
47,459,1078
48,441,1119
49,2100,1119
50,421,1164
51,2119,1165
52,351,1201
53,405,1207
54,2138,1213
55,367,1286
56,2171,1291
57,350,1333
58,2213,1375
59,326,1379
60,310,1420
61,2226,1425
62,292,1465
63,2249,1465
64,271,1511
65,2265,1511
66,2280,1553
67,234,1594
68,2298,1595
69,212,1640
70,2331,1680
71,195,1687
72,2348,1729
73,176,1732
74,2385,1813
75,140,1823
76,1657,1844
77,2407,1863
78,126,1875
79,2063,1877
80,1423,1879
