,x,y
0,1065,84
1,1150,151
2,1092,152
3,1206,152
4,1254,158
5,987,162
6,1032,163
7,1090,207
8,1042,210
9,1248,210
10,1296,214
11,879,221
12,1155,226
13,996,238
14,1355,247
15,830,253
16,943,268
17,1409,271
18,901,294
19,1447,301
20,864,331
21,1506,335
22,816,367
23,1547,371
24,785,403
25,1588,405
26,1758,413
27,1632,439
28,753,444
29,864,475
30,1663,479
31,709,490
32,1693,520
33,679,538
34,1723,564
35,760,578
36,636,608
37,1751,610
38,1781,656
39,610,658
40,710,704
41,1811,704
42,583,715
43,1837,744
44,562,762
45,1861,784
46,534,810
47,516,854
48,1902,864
49,1929,910
50,475,941
51,456,981
52,440,1027
53,2012,1061
54,415,1065
55,2038,1102
56,399,1111
57,2058,1145
58,384,1153
59,2138,1184
60,371,1198
61,2100,1233
62,346,1241
63,328,1284
64,2133,1312
65,312,1327
66,2174,1352
67,2190,1394
68,287,1407
69,2209,1433
70,258,1456
71,2272,1462
72,241,1497
73,2253,1516
74,220,1541
75,2276,1561
76,209,1586
77,2387,1610
78,2281,1611
79,189,1631
80,2312,1645
81,2374,1674
82,154,1718
83,2361,1726
84,139,1765
85,2483,1768
86,2377,1774
87,125,1810
88,2395,1817
89,108,1856
90,2418,1861
