,x,y
0,1099,32
1,1109,126
2,1300,194
3,1396,207
4,1204,209
5,1143,222
6,1454,227
7,1627,231
8,1103,244
9,1499,248
10,1054,273
11,1545,276
12,975,345
13,1633,354
14,935,380
15,1671,391
16,1802,417
17,902,418
18,1706,431
19,2007,457
20,867,459
21,1737,473
22,837,504
23,1766,512
24,1948,542
25,812,546
26,1793,556
27,782,587
28,1816,599
29,759,632
30,1846,642
31,732,677
32,1866,693
33,709,719
34,1887,742
35,687,765
36,1912,785
37,662,807
38,1923,828
39,637,850
40,1942,867
41,2535,905
42,2428,913
43,601,924
44,1970,944
45,1998,987
46,561,1006
47,538,1054
48,2034,1072
49,517,1095
50,2366,1095
51,2441,1110
52,2048,1117
53,2478,1136
54,2518,1146
55,481,1175
56,2078,1186
57,461,1217
58,2082,1251
59,444,1257
60,2117,1281
61,426,1298
62,2134,1324
63,408,1338
64,392,1381
65,2181,1411
66,357,1466
67,2207,1483
68,2266,1486
69,2105,1491
70,335,1511
71,2274,1529
72,2220,1537
73,319,1555
74,2240,1581
75,302,1602
76,2257,1621
77,2134,1635
78,282,1641
79,263,1684
80,2283,1692
81,245,1728
82,2307,1740
83,1787,1759
84,1745,1765
85,225,1774
86,2324,1780
87,208,1825
88,2333,1825
89,407,1827
90,2415,1834
91,315,1839
92,274,1845
93,189,1865
