,x,y
0,1356,34
1,1245,107
2,1193,108
3,1144,109
4,1287,113
5,1096,117
6,1023,137
7,1386,143
8,1434,162
9,950,189
10,1528,238
11,872,271
12,841,310
13,1607,311
14,805,344
15,1644,352
16,776,390
17,1697,431
18,744,440
19,1724,470
20,702,521
21,1778,564
22,718,566
23,1805,604
24,660,612
25,637,658
26,1846,691
27,1877,721
28,598,747
29,1891,767
30,576,791
31,1917,802
32,564,833
33,541,875
34,1958,879
35,526,921
36,2001,952
37,506,961
38,572,964
39,2045,1031
40,473,1040
41,440,1124
42,2064,1130
43,2089,1176
44,410,1207
45,2138,1229
46,398,1251
47,382,1293
48,364,1339
49,2179,1360
50,349,1383
51,2202,1418
52,334,1425
53,2234,1458
54,2242,1501
55,305,1509
56,2262,1542
57,289,1557
58,277,1604
59,182,1611
60,2308,1622
61,261,1645
62,2328,1668
63,252,1694
64,213,1786
65,2383,1798
66,2395,1852
