,x,y
0,1198,158
1,1153,164
2,1248,164
3,1298,164
4,1103,170
5,1354,180
6,1051,188
7,1222,207
8,1450,223
9,958,243
10,1494,253
11,912,279
12,1539,296
13,880,325
14,1577,332
15,775,340
16,841,354
17,811,392
18,1646,412
19,777,431
20,1676,448
21,752,475
22,720,522
23,1732,529
24,696,560
25,1757,575
26,676,603
27,1803,671
28,628,694
29,1831,712
30,1873,730
31,608,740
32,1866,789
33,562,825
34,543,868
35,1893,880
36,527,909
37,1922,918
38,509,951
39,490,992
40,1963,1000
41,469,1036
42,103,1061
43,451,1077
44,433,1118
45,1999,1119
46,2052,1142
47,1410,1156
48,417,1159
49,2020,1171
50,399,1203
51,383,1244
52,2066,1248
53,364,1284
54,346,1326
55,2107,1332
56,331,1369
57,2153,1410
58,314,1412
59,196,1416
60,299,1454
61,2167,1455
62,280,1500
63,168,1530
64,859,1577
65,249,1587
66,2236,1617
67,223,1631
68,212,1674
69,2322,1693
70,190,1722
71,2294,1748
72,97,1768
73,173,1771
74,1577,1789
75,2312,1796
76,2416,1799
77,155,1819
78,2333,1843
