,x,y
0,1281,146
1,1189,148
2,1238,148
3,1144,152
4,1095,154
5,1333,161
6,1049,177
7,1225,192
8,1166,194
9,1298,198
10,1082,207
11,1437,208
12,1029,223
13,1487,240
14,947,254
15,898,271
16,1526,282
17,856,311
18,1569,315
19,832,348
20,799,384
21,1633,391
22,754,429
23,1670,429
24,741,475
25,1719,506
26,722,523
27,1752,555
28,679,556
29,672,604
30,1801,640
31,1832,689
32,633,691
33,613,742
34,1870,759
35,595,788
36,1895,804
37,568,830
38,1912,844
39,1933,882
40,23,903
41,543,907
42,1954,931
43,518,957
44,1973,970
45,501,997
46,1994,1008
47,383,1021
48,482,1048
49,2027,1088
50,453,1121
51,2047,1128
52,438,1162
53,2057,1171
54,419,1208
55,2083,1209
56,344,1237
57,407,1251
58,2123,1279
59,388,1290
60,1920,1301
61,2221,1319
62,2138,1334
63,434,1353
64,355,1369
65,344,1415
66,2176,1416
67,2073,1434
68,2120,1438
69,328,1456
70,2219,1490
71,315,1500
72,297,1544
73,379,1568
74,282,1589
75,250,1675
76,2222,1675
77,368,1681
78,2326,1726
79,234,1730
80,139,1747
81,2237,1753
82,216,1781
83,2429,1841
84,2370,1855
85,193,1878
