,x,y
0,1213,86
1,1311,88
2,1153,92
3,1355,93
4,1416,108
5,1100,110
6,1465,128
7,1053,137
8,964,200
9,244,225
10,1627,282
11,1670,309
12,1732,387
13,1675,410
14,1757,427
15,790,463
16,1799,530
17,702,567
18,1827,571
19,656,656
20,1881,658
21,1900,697
22,634,702
23,609,743
24,1925,776
25,593,787
26,1951,818
27,2047,825
28,1968,858
29,562,867
30,538,908
31,2004,948
32,519,952
33,2023,987
34,499,992
35,485,1036
36,2062,1063
37,466,1079
38,2076,1113
39,457,1128
40,1954,1129
41,589,1132
42,2094,1155
43,1977,1194
44,2104,1200
45,363,1314
46,2164,1315
47,2183,1361
48,341,1369
49,2196,1409
50,324,1417
51,2210,1456
52,306,1457
53,516,1478
54,296,1502
55,2239,1531
56,2264,1575
57,245,1595
58,2278,1616
59,2360,1647
60,2297,1659
61,2323,1751
62,205,1774
63,2341,1798
64,2396,1807
65,181,1818
66,2351,1843
67,2366,1888
68,2432,1888
