,x,y
0,1170,256
1,1078,257
2,1225,259
3,1031,266
4,983,274
5,1281,275
6,1327,297
7,918,303
8,846,355
9,1424,362
10,1461,393
11,1506,429
12,772,441
13,1545,467
14,739,485
15,1572,501
16,715,522
17,1603,542
18,682,570
19,1631,580
20,1667,617
21,658,619
22,643,667
23,1692,668
24,620,705
25,1720,710
26,1750,749
27,601,753
28,1767,792
29,583,802
30,1783,837
31,568,848
32,1817,864
33,1840,901
34,1761,908
35,534,941
36,1886,970
37,517,986
38,509,1035
39,1921,1066
40,487,1074
41,1979,1129
42,460,1157
43,2015,1215
44,432,1243
45,2031,1262
46,2089,1314
47,407,1329
48,385,1417
49,372,1462
50,2180,1493
51,359,1504
52,2198,1533
53,346,1550
54,332,1593
55,2241,1606
56,322,1636
57,2260,1649
58,313,1682
59,2293,1694
60,297,1724
61,2312,1737
62,285,1772
63,2218,1791
64,281,1823
65,2268,1838
66,1799,1852
67,260,1861
68,2367,1867
