,x,y
0,1266,34
1,213,67
2,1309,143
3,1267,144
4,1216,145
5,1352,149
6,1400,153
7,1112,178
8,1496,188
9,1243,199
10,1067,205
11,1341,208
12,1545,217
13,1018,240
14,1587,253
15,973,283
16,1735,290
17,1631,297
18,904,359
19,1698,368
20,868,396
21,1732,411
22,814,478
23,1788,489
24,787,522
25,1813,533
26,743,609
27,1864,625
28,718,654
29,1891,674
30,695,699
31,670,746
32,1929,755
33,649,791
34,625,827
35,1959,845
36,606,870
37,1982,882
38,588,913
39,567,952
40,2019,962
41,545,992
42,2033,1011
43,527,1034
44,2052,1050
45,510,1077
46,489,1117
47,2086,1131
48,470,1161
49,2101,1173
50,472,1214
51,2118,1215
52,521,1232
53,2196,1246
54,421,1278
55,2154,1291
56,400,1327
57,2172,1339
58,383,1369
59,2305,1375
60,309,1398
61,364,1412
62,2206,1425
63,469,1426
64,347,1456
65,2081,1458
66,2288,1464
67,2330,1465
68,329,1499
69,2241,1509
70,2305,1515
71,2255,1556
72,294,1586
73,2271,1600
74,275,1633
75,2290,1643
76,2413,1663
77,257,1682
78,2239,1723
79,237,1733
80,2323,1738
81,223,1782
82,452,1797
83,207,1829
84,434,1841
85,2430,1845
86,2470,1854
87,364,1863
88,2276,1869
89,1070,1876
90,188,1878
91,409,1884
