,x,y
0,1391,45
1,1237,47
2,1293,49
3,1440,51
4,1183,65
5,1486,66
6,1140,77
7,1537,92
8,1044,141
9,1624,152
10,1001,181
11,1668,199
12,969,216
13,1709,236
14,936,246
15,1745,272
16,898,294
17,1926,310
18,1779,321
19,863,340
20,1806,357
21,835,380
22,1832,398
23,810,423
24,1854,444
25,783,463
26,1878,489
27,761,506
28,1900,539
29,711,598
30,1947,631
31,690,641
32,1965,671
33,665,681
34,643,722
35,2001,748
36,2015,791
37,602,803
38,2029,832
39,581,845
40,2054,877
41,564,889
42,2069,919
43,540,926
44,2085,960
45,2103,1002
46,500,1007
47,2124,1041
48,486,1053
49,2137,1086
50,2150,1130
51,447,1133
52,427,1174
53,2192,1208
54,391,1255
55,2234,1300
56,364,1301
57,2240,1344
58,350,1348
59,330,1393
60,2248,1398
61,2273,1436
62,316,1437
63,296,1483
64,2303,1506
65,2320,1554
66,259,1571
67,2331,1598
68,233,1617
69,2350,1643
70,221,1661
71,205,1707
72,2383,1735
73,194,1757
74,2398,1782
75,2071,1793
76,178,1806
77,2416,1830
78,165,1856
79,2427,1878
