,x,y,w,h,score,match
17,144,1780,53,48,0.845221,top_left.jpg
15,180,1701,68,44,0.8758027,left_back_bent.jpg
14,211,1628,68,44,0.8823241,left_back_bent.jpg
13,239,1558,68,44,0.8958334,left_back_bent.jpg
11,269,1485,68,44,0.88546956,left_back_bent.jpg
16,311,1371,53,48,0.84263116,top_left.jpg
9,346,1304,68,44,0.86848164,left_back_bent.jpg
7,382,1232,68,44,0.84419304,left_back_bent.jpg
57,418,1150,64,44,0.79634124,left_angled.jpg
56,438,1109,64,44,0.80527467,left_angled.jpg
20,456,1287,36,35,0.8199683,round_light.jpg
4,498,994,68,44,0.800983,left_back_bent.jpg
6,508,1138,68,44,0.75587296,left_back_bent.jpg
32,608,766,38,60,0.7597939,middle round.jpg
31,633,720,38,60,0.77189714,middle round.jpg
30,683,636,38,60,0.82323855,middle round.jpg
29,738,550,38,60,0.85530144,middle round.jpg
28,769,503,38,60,0.8012698,middle round.jpg
1,782,558,68,44,0.7568442,left_back_bent.jpg
36,794,463,48,40,0.7801673,03_18_2023 LG 282 copy.jpg
0,905,398,68,44,0.82968026,left_back_bent.jpg
60,931,316,38,64,0.7987301,12_20_2022 LG 282 copy.jpg
24,1064,214,38,60,0.8315039,middle round.jpg
25,1146,237,38,60,0.75330406,middle round.jpg
23,1166,185,38,60,0.82163924,middle round.jpg
44,1255,181,49,43,0.83489543,small_round.jpg
22,1353,181,38,60,0.864179,middle round.jpg
58,1404,185,38,64,0.87217885,12_20_2022 LG 282 copy.jpg
26,1422,243,38,60,0.8093265,middle round.jpg
59,1459,204,38,64,0.90455496,12_20_2022 LG 282 copy.jpg
45,1499,236,49,43,0.8645187,small_round.jpg
18,1568,280,36,35,0.7707907,round_light.jpg
35,1601,318,48,40,0.885795,03_18_2023 LG 282 copy.jpg
46,1640,344,49,43,0.7902801,small_round.jpg
47,1682,363,49,43,0.7552667,small_round.jpg
48,1712,419,49,43,0.8514742,small_round.jpg
19,1780,386,36,35,0.85226065,round_light.jpg
27,1781,495,38,60,0.8491335,middle round.jpg
49,1806,542,49,43,0.8348977,small_round.jpg
37,1833,592,48,40,0.8252025,03_18_2023 LG 282 copy.jpg
38,1858,633,48,40,0.87260747,03_18_2023 LG 282 copy.jpg
50,1887,675,49,43,0.86096686,small_round.jpg
61,1932,747,38,64,0.78222305,12_20_2022 LG 282 copy.jpg
2,1961,602,68,44,0.8220527,left_back_bent.jpg
51,1974,833,49,43,0.8008443,small_round.jpg
3,1988,703,68,44,0.7701531,left_back_bent.jpg
54,2004,877,64,44,0.7764865,left_angled.jpg
55,2025,920,64,44,0.79269695,left_angled.jpg
52,2062,1002,49,43,0.8416254,small_round.jpg
39,2082,1045,48,40,0.8435476,03_18_2023 LG 282 copy.jpg
53,2101,1082,49,43,0.7942906,small_round.jpg
40,2134,1161,48,40,0.8644423,03_18_2023 LG 282 copy.jpg
33,2149,1312,38,60,0.77999324,middle round.jpg
41,2208,1307,48,40,0.8313111,03_18_2023 LG 282 copy.jpg
5,2274,1130,68,44,0.76386124,left_back_bent.jpg
34,2275,1445,38,60,0.7689591,middle round.jpg
42,2301,1523,48,40,0.8054648,03_18_2023 LG 282 copy.jpg
8,2328,1275,68,44,0.7664386,left_back_bent.jpg
43,2349,1634,48,40,0.767186,03_18_2023 LG 282 copy.jpg
10,2356,1383,68,44,0.76282936,left_back_bent.jpg
12,2440,1510,68,44,0.7857065,left_back_bent.jpg
21,2485,1767,36,35,0.780713,round_light.jpg
