,x,y,w,h,score,match
47,110,1889,30,30,0.8112029,small_round.jpg
38,119,1832,30,30,0.82331055,03_18_2023 LG 282 copy.jpg
46,140,1775,30,30,0.8679232,small_round.jpg
65,163,1693,30,30,0.8338931,12_20_2022 LG 282 copy.jpg
12,188,1647,30,30,0.9022209,top_left.jpg
11,216,1576,30,30,0.8855769,top_left.jpg
5,282,1441,30,30,0.868848,left_back_bent.jpg
4,333,1330,30,30,0.88273287,left_back_bent.jpg
3,362,1255,30,30,0.8787344,left_back_bent.jpg
10,398,1135,30,30,0.8515358,top_left.jpg
40,414,1093,30,30,0.825955,small_round.jpg
31,428,1053,30,30,0.8365844,03_18_2023 LG 282 copy.jpg
30,447,1013,30,30,0.8851731,03_18_2023 LG 282 copy.jpg
54,480,976,30,30,0.80899954,left_angled.jpg
53,502,934,30,30,0.86541206,left_angled.jpg
52,522,890,30,30,0.87249184,left_angled.jpg
1,548,851,30,30,0.86497,left_back_bent.jpg
39,553,794,30,30,0.9035132,small_round.jpg
51,610,716,30,30,0.83905256,left_angled.jpg
50,659,629,30,30,0.8188034,left_angled.jpg
29,668,582,30,30,0.8253247,03_18_2023 LG 282 copy.jpg
16,674,494,30,30,0.8471131,round_light.jpg
49,712,543,30,30,0.8315525,left_angled.jpg
27,732,497,30,30,0.86519206,middle round.jpg
48,773,457,30,30,0.7834408,left_angled.jpg
15,790,404,30,30,0.78178245,right_small_weird.jpg
0,842,382,30,30,0.8050745,left_back_bent.jpg
28,884,300,30,30,0.7637004,03_18_2023 LG 282 copy.jpg
14,939,254,30,30,0.7554122,right_small_weird.jpg
13,982,226,30,30,0.7840034,right_small_weird.jpg
26,1030,210,30,30,0.83177143,middle round.jpg
24,1124,171,30,30,0.8723447,middle round.jpg
22,1172,160,30,30,0.951014,middle round.jpg
20,1215,154,30,30,0.91482604,middle round.jpg
21,1261,157,30,30,0.91113025,middle round.jpg
23,1307,160,30,30,0.88315207,middle round.jpg
25,1400,196,30,30,0.75992405,middle round.jpg
55,1444,215,30,30,0.765022,12_20_2022 LG 282 copy.jpg
56,1498,242,30,30,0.8434139,12_20_2022 LG 282 copy.jpg
58,1521,330,30,30,0.76933116,12_20_2022 LG 282 copy.jpg
57,1558,281,30,30,0.8398922,12_20_2022 LG 282 copy.jpg
59,1628,350,30,30,0.8413794,12_20_2022 LG 282 copy.jpg
6,1682,369,30,30,0.8677871,top_left.jpg
7,1749,448,30,30,0.86224204,top_left.jpg
8,1780,488,30,30,0.83775824,top_left.jpg
60,1795,543,30,30,0.88019586,12_20_2022 LG 282 copy.jpg
9,1843,570,30,30,0.7970711,top_left.jpg
61,1853,621,30,30,0.7740867,12_20_2022 LG 282 copy.jpg
62,1903,701,30,30,0.7608771,12_20_2022 LG 282 copy.jpg
63,1951,775,30,30,0.83671993,12_20_2022 LG 282 copy.jpg
64,2051,940,30,30,0.8307695,12_20_2022 LG 282 copy.jpg
2,2118,1014,30,30,0.83688086,left_back_bent.jpg
32,2141,1080,30,30,0.8220497,03_18_2023 LG 282 copy.jpg
33,2180,1152,30,30,0.8255879,03_18_2023 LG 282 copy.jpg
41,2208,1186,30,30,0.8399468,small_round.jpg
34,2236,1259,30,30,0.87089,03_18_2023 LG 282 copy.jpg
42,2272,1329,30,30,0.82381546,small_round.jpg
35,2322,1436,30,30,0.7641419,03_18_2023 LG 282 copy.jpg
17,2322,1597,30,30,0.81056535,round_light.jpg
36,2357,1506,30,30,0.77781343,03_18_2023 LG 282 copy.jpg
37,2389,1582,30,30,0.86715966,03_18_2023 LG 282 copy.jpg
43,2431,1659,30,30,0.8400628,small_round.jpg
44,2449,1703,30,30,0.78359896,small_round.jpg
45,2472,1755,30,30,0.771836,small_round.jpg
18,2511,1889,30,30,0.77088934,round_light.jpg
19,2543,1922,30,30,0.7797309,round_light.jpg
