,x,y,w,h,score,match
77,14,1870,48,42,0.74763334,12_13_2022 LG 282 copy.jpg
17,72,1841,41,45,0.7680763,01_02_2023 LG 282 copy 7.jpg
16,115,1739,41,45,0.8036392,01_02_2023 LG 282 copy 7.jpg
15,136,1689,41,45,0.81383526,01_02_2023 LG 282 copy 7.jpg
14,151,1645,41,45,0.80684656,01_02_2023 LG 282 copy 7.jpg
62,172,1588,43,51,0.8006479,01_02_2023 LG 282 copy 9.jpg
6,194,1541,49,47,0.79142374,01_02_2023 LG 282 copy 3.jpg
23,207,479,53,39,0.7538282,01_10_2023 LG 282 copy 4.jpg
61,210,1495,43,51,0.8221989,01_02_2023 LG 282 copy 9.jpg
13,241,1463,41,45,0.7911507,01_02_2023 LG 282 copy 7.jpg
12,264,1411,41,45,0.795349,01_02_2023 LG 282 copy 7.jpg
58,269,1356,43,51,0.79409516,01_02_2023 LG 282 copy 9.jpg
39,289,569,43,51,0.89455855,01_02_2023 LG 282 copy 9.jpg
36,296,431,43,51,0.8648573,01_02_2023 LG 282 copy 9.jpg
56,298,1309,43,51,0.82050544,01_02_2023 LG 282 copy 9.jpg
10,347,597,41,45,0.7259016,01_02_2023 LG 282 copy 7.jpg
52,367,1130,43,51,0.76967376,01_02_2023 LG 282 copy 9.jpg
49,424,1008,43,51,0.7612201,01_02_2023 LG 282 copy 9.jpg
48,459,910,43,51,0.7301193,01_02_2023 LG 282 copy 9.jpg
47,487,867,43,51,0.8313254,01_02_2023 LG 282 copy 9.jpg
45,509,823,43,51,0.82578295,01_02_2023 LG 282 copy 9.jpg
44,528,771,43,51,0.8472647,01_02_2023 LG 282 copy 9.jpg
43,552,724,43,51,0.82856905,01_02_2023 LG 282 copy 9.jpg
41,598,621,43,51,0.815977,01_02_2023 LG 282 copy 9.jpg
40,623,569,43,51,0.8428854,01_02_2023 LG 282 copy 9.jpg
38,643,509,43,51,0.7533026,01_02_2023 LG 282 copy 9.jpg
78,659,652,49,46,0.7667903,01_10_2023 LG 282 copy 3.jpg
37,679,457,43,51,0.84603935,01_02_2023 LG 282 copy 9.jpg
24,686,588,53,39,0.78157634,01_10_2023 LG 282 copy 4.jpg
33,751,347,43,51,0.8802395,01_02_2023 LG 282 copy 9.jpg
31,795,298,43,51,0.8855551,01_02_2023 LG 282 copy 9.jpg
30,909,181,43,51,0.79500484,01_02_2023 LG 282 copy 9.jpg
29,962,138,43,51,0.8033497,01_02_2023 LG 282 copy 9.jpg
28,1060,93,43,51,0.8248274,01_02_2023 LG 282 copy 9.jpg
27,1151,73,43,51,0.8080971,01_02_2023 LG 282 copy 9.jpg
25,1204,68,43,51,0.79880524,01_02_2023 LG 282 copy 9.jpg
19,1249,73,47,40,0.80873376,01_10_2023 LG 282 copy 8.jpg
26,1296,72,43,51,0.72943735,01_02_2023 LG 282 copy 9.jpg
20,1337,94,47,40,0.82364345,01_10_2023 LG 282 copy 8.jpg
5,1393,105,49,47,0.7591169,01_02_2023 LG 282 copy 3.jpg
8,1446,137,41,45,0.82860863,01_02_2023 LG 282 copy 7.jpg
9,1494,172,41,45,0.7841392,01_02_2023 LG 282 copy 7.jpg
21,1581,273,47,40,0.7988894,01_10_2023 LG 282 copy 8.jpg
32,1625,307,43,51,0.8468645,01_02_2023 LG 282 copy 9.jpg
34,1663,357,43,51,0.807348,01_02_2023 LG 282 copy 9.jpg
35,1693,400,43,51,0.84550285,01_02_2023 LG 282 copy 9.jpg
63,1747,492,48,42,0.81083757,12_13_2022 LG 282 copy.jpg
64,1777,537,48,42,0.8398851,12_13_2022 LG 282 copy.jpg
65,1796,590,48,42,0.82393324,12_13_2022 LG 282 copy.jpg
67,1808,749,48,42,0.77769893,12_13_2022 LG 282 copy.jpg
66,1819,630,48,42,0.7610702,12_13_2022 LG 282 copy.jpg
69,1823,787,48,42,0.7501404,12_13_2022 LG 282 copy.jpg
0,1842,672,62,43,0.7471648,12_29_2022 LG 282 copy 2.jpg
70,1850,837,48,42,0.7471763,12_13_2022 LG 282 copy.jpg
71,1867,874,48,42,0.74818736,12_13_2022 LG 282 copy.jpg
42,1867,715,43,51,0.8442753,01_02_2023 LG 282 copy 9.jpg
68,1884,764,48,42,0.84147286,12_13_2022 LG 282 copy.jpg
1,1899,807,62,43,0.85177845,12_29_2022 LG 282 copy 2.jpg
18,1911,649,45,42,0.7884816,01_02_2023 LG 282 copy 6.jpg
46,1928,847,43,51,0.8920087,01_02_2023 LG 282 copy 9.jpg
2,1945,895,62,43,0.8088411,12_29_2022 LG 282 copy 2.jpg
73,1956,1021,48,42,0.77333605,12_13_2022 LG 282 copy.jpg
11,1963,692,41,45,0.72883856,01_02_2023 LG 282 copy 7.jpg
72,1963,936,48,42,0.819887,12_13_2022 LG 282 copy.jpg
3,1985,975,62,43,0.8348206,12_29_2022 LG 282 copy 2.jpg
50,2014,1012,43,51,0.8700913,01_02_2023 LG 282 copy 9.jpg
51,2033,1055,43,51,0.8800926,01_02_2023 LG 282 copy 9.jpg
74,2060,1221,48,42,0.7720504,12_13_2022 LG 282 copy.jpg
22,2071,1145,47,40,0.82332194,01_10_2023 LG 282 copy 8.jpg
53,2104,1177,43,51,0.85722625,01_02_2023 LG 282 copy 9.jpg
54,2122,1221,43,51,0.86620975,01_02_2023 LG 282 copy 9.jpg
55,2150,1267,43,51,0.8555076,01_02_2023 LG 282 copy 9.jpg
57,2176,1313,43,51,0.86155385,01_02_2023 LG 282 copy 9.jpg
75,2191,1362,48,42,0.8433448,12_13_2022 LG 282 copy.jpg
59,2222,1407,43,51,0.8374724,01_02_2023 LG 282 copy 9.jpg
60,2266,1492,43,51,0.8203581,01_02_2023 LG 282 copy 9.jpg
4,2282,1544,62,43,0.82369477,12_29_2022 LG 282 copy 2.jpg
7,2318,1588,49,47,0.72887325,01_02_2023 LG 282 copy 3.jpg
76,2335,1636,48,42,0.83230615,12_13_2022 LG 282 copy.jpg
79,2401,1775,54,44,0.8249603,01_10_2023 LG 282 copy 11.jpg
