,x,y,w,h,score,match
67,33,1887,48,42,0.7678152,12_13_2022 LG 282 copy.jpg
70,124,1752,50,47,0.831562,01_10_2023 LG 282 copy 10.jpg
12,161,1701,41,45,0.8013352,01_02_2023 LG 282 copy 7.jpg
53,170,1649,43,51,0.7852848,01_02_2023 LG 282 copy 9.jpg
52,201,1598,43,51,0.81758004,01_02_2023 LG 282 copy 9.jpg
10,225,1550,49,47,0.8047701,01_02_2023 LG 282 copy 3.jpg
50,244,1503,43,51,0.87784344,01_02_2023 LG 282 copy 9.jpg
49,267,1463,43,51,0.78801847,01_02_2023 LG 282 copy 9.jpg
69,284,1418,50,47,0.82550544,01_10_2023 LG 282 copy 10.jpg
65,300,1358,48,42,0.785471,12_13_2022 LG 282 copy.jpg
46,338,1313,43,51,0.8222651,01_02_2023 LG 282 copy 9.jpg
8,374,1228,44,37,0.7336723,01_02_2023 LG 282 copy 2.jpg
56,397,1830,43,51,0.7792897,01_02_2023 LG 282 copy 9.jpg
7,398,1179,44,37,0.75033903,01_02_2023 LG 282 copy 2.jpg
45,415,1132,43,51,0.8271633,01_02_2023 LG 282 copy 9.jpg
9,442,1787,44,37,0.7975243,01_02_2023 LG 282 copy 2.jpg
43,476,1007,43,51,0.7330342,01_02_2023 LG 282 copy 9.jpg
42,514,904,43,51,0.75949824,01_02_2023 LG 282 copy 9.jpg
40,545,861,43,51,0.89386016,01_02_2023 LG 282 copy 9.jpg
38,569,817,43,51,0.899718,01_02_2023 LG 282 copy 9.jpg
37,590,762,43,51,0.82234764,01_02_2023 LG 282 copy 9.jpg
23,604,877,53,39,0.74432576,01_10_2023 LG 282 copy 4.jpg
35,615,717,43,51,0.816215,01_02_2023 LG 282 copy 9.jpg
22,644,775,53,39,0.7545834,01_10_2023 LG 282 copy 4.jpg
60,657,606,48,42,0.75649387,12_13_2022 LG 282 copy.jpg
34,691,557,43,51,0.85094863,01_02_2023 LG 282 copy 9.jpg
72,719,657,49,46,0.74926907,01_10_2023 LG 282 copy 3.jpg
21,728,629,53,39,0.7567056,01_10_2023 LG 282 copy 4.jpg
18,749,448,53,39,0.85989404,01_10_2023 LG 282 copy 4.jpg
20,754,580,53,39,0.7530367,01_10_2023 LG 282 copy 4.jpg
19,785,518,53,39,0.7706003,01_10_2023 LG 282 copy 4.jpg
71,807,481,49,46,0.72925764,01_10_2023 LG 282 copy 3.jpg
33,829,335,43,51,0.79764706,01_02_2023 LG 282 copy 9.jpg
32,875,282,43,51,0.8948665,01_02_2023 LG 282 copy 9.jpg
31,996,165,43,51,0.72106093,01_02_2023 LG 282 copy 9.jpg
30,1050,123,43,51,0.75265455,01_02_2023 LG 282 copy 9.jpg
28,1096,93,43,51,0.8155983,01_02_2023 LG 282 copy 9.jpg
27,1154,76,43,51,0.8484702,01_02_2023 LG 282 copy 9.jpg
26,1246,57,43,51,0.8605471,01_02_2023 LG 282 copy 9.jpg
24,1303,52,43,51,0.7773821,01_02_2023 LG 282 copy 9.jpg
25,1352,53,43,51,0.80209744,01_02_2023 LG 282 copy 9.jpg
57,1438,82,48,42,0.7712983,12_13_2022 LG 282 copy.jpg
29,1495,97,43,51,0.7219227,01_02_2023 LG 282 copy 9.jpg
13,1537,132,47,40,0.7336822,01_10_2023 LG 282 copy 8.jpg
15,1559,312,53,39,0.7384207,01_10_2023 LG 282 copy 4.jpg
58,1583,164,48,42,0.73854697,12_13_2022 LG 282 copy.jpg
68,1686,274,50,47,0.7592113,01_10_2023 LG 282 copy 10.jpg
11,1714,9,41,45,0.7389348,01_02_2023 LG 282 copy 7.jpg
16,1730,314,53,39,0.780423,01_10_2023 LG 282 copy 4.jpg
17,1797,412,53,39,0.81080616,01_10_2023 LG 282 copy 4.jpg
59,1852,504,48,42,0.8100568,12_13_2022 LG 282 copy.jpg
75,1876,552,60,53,0.7871744,01_10_2023 LG 282 copy 12.jpg
61,1901,606,48,42,0.8463824,12_13_2022 LG 282 copy.jpg
76,1916,649,60,53,0.73303,01_10_2023 LG 282 copy 12.jpg
36,1971,736,43,51,0.79264003,01_02_2023 LG 282 copy 9.jpg
62,1986,787,48,42,0.8062266,12_13_2022 LG 282 copy.jpg
0,2001,833,62,43,0.84329295,12_29_2022 LG 282 copy 2.jpg
41,2030,873,43,51,0.8227726,01_02_2023 LG 282 copy 9.jpg
1,2046,922,62,43,0.7404947,12_29_2022 LG 282 copy 2.jpg
63,2064,967,48,42,0.8155274,12_13_2022 LG 282 copy.jpg
64,2080,1087,48,42,0.76436377,12_13_2022 LG 282 copy.jpg
2,2125,1094,62,43,0.74775386,12_29_2022 LG 282 copy 2.jpg
14,2172,1185,47,40,0.7346628,01_10_2023 LG 282 copy 8.jpg
