,x,y,w,h,score,match
37,105,1828,48,40,0.7552918,03_18_2023 LG 282 copy.jpg
15,142,1730,53,48,0.9376508,top_left.jpg
11,145,1890,68,44,0.8210977,left_back_bent.jpg
46,159,1690,49,43,0.7895218,small_round.jpg
45,175,1646,49,43,0.7871254,small_round.jpg
14,194,1598,53,48,0.8711328,top_left.jpg
57,230,1519,64,44,0.8500935,left_angled.jpg
8,265,1436,68,44,0.89363635,left_back_bent.jpg
13,278,1386,53,48,0.8903369,top_left.jpg
6,300,1349,68,44,0.91891885,left_back_bent.jpg
56,335,1262,64,44,0.8637788,left_angled.jpg
4,355,1221,68,44,0.9048555,left_back_bent.jpg
3,388,1143,68,44,0.8547156,left_back_bent.jpg
55,406,1096,64,44,0.9075326,left_angled.jpg
53,496,887,64,44,0.8095125,left_angled.jpg
52,519,844,64,44,0.8234765,left_angled.jpg
50,540,799,64,44,0.83399,left_angled.jpg
49,559,755,64,44,0.80387115,left_angled.jpg
44,601,666,49,43,0.7671004,small_round.jpg
43,622,621,49,43,0.86225516,small_round.jpg
42,647,576,49,43,0.8592374,small_round.jpg
41,672,526,49,43,0.81296873,small_round.jpg
0,705,572,68,44,0.78185534,left_back_bent.jpg
16,725,423,46,53,0.81657857,right_small_weird.jpg
29,792,341,38,60,0.7613116,middle round.jpg
39,819,309,49,43,0.7872406,small_round.jpg
12,866,321,53,48,0.78434926,top_left.jpg
38,887,242,49,43,0.8055627,small_round.jpg
47,964,171,64,44,0.7909579,left_angled.jpg
25,1068,119,38,60,0.8283353,middle round.jpg
23,1121,105,38,60,0.78983146,middle round.jpg
19,1162,151,36,35,0.79988545,round_light.jpg
18,1173,115,36,35,0.7643439,round_light.jpg
17,1220,114,36,35,0.7548482,round_light.jpg
21,1272,94,38,60,0.8699177,middle round.jpg
22,1318,103,38,60,0.8151443,middle round.jpg
27,1337,156,38,60,0.7626215,middle round.jpg
24,1374,115,38,60,0.8606092,middle round.jpg
26,1429,132,38,60,0.78620225,middle round.jpg
28,1563,235,38,60,0.78954095,middle round.jpg
40,1638,310,49,43,0.78964317,small_round.jpg
30,1673,348,38,60,0.87260735,middle round.jpg
31,1756,474,38,60,0.84487635,middle round.jpg
32,1805,571,38,60,0.8423045,middle round.jpg
33,1838,618,38,60,0.8344459,middle round.jpg
48,1863,671,64,44,0.80172056,left_angled.jpg
58,1890,755,38,64,0.77608705,12_20_2022 LG 282 copy.jpg
20,1942,1106,36,35,0.821015,round_light.jpg
51,1946,840,64,44,0.8137049,left_angled.jpg
59,1967,916,38,64,0.80100125,12_20_2022 LG 282 copy.jpg
54,2017,1003,64,44,0.7529269,left_angled.jpg
1,2059,1092,68,44,0.7702225,left_back_bent.jpg
2,2072,1134,68,44,0.76229936,left_back_bent.jpg
5,2141,1294,68,44,0.8003242,left_back_bent.jpg
7,2180,1385,68,44,0.78233176,left_back_bent.jpg
34,2210,1505,38,60,0.7939652,middle round.jpg
9,2260,1603,68,44,0.7816243,left_back_bent.jpg
10,2282,1649,68,44,0.75020874,left_back_bent.jpg
35,2300,1711,38,60,0.7860425,middle round.jpg
60,2330,1795,38,64,0.76309794,12_20_2022 LG 282 copy.jpg
36,2360,1850,38,60,0.82056695,middle round.jpg
