,x,y,w,h,score,match
31,173,1683,48,40,0.8526552,03_18_2023 LG 282 copy.jpg
30,210,1594,48,40,0.83087945,03_18_2023 LG 282 copy.jpg
53,237,1548,49,43,0.7754603,small_round.jpg
29,250,1505,48,40,0.8266817,03_18_2023 LG 282 copy.jpg
52,273,1463,49,43,0.8348506,small_round.jpg
51,292,1419,49,43,0.88151544,small_round.jpg
49,311,1376,49,43,0.90008247,small_round.jpg
28,346,1291,48,40,0.8505156,03_18_2023 LG 282 copy.jpg
4,366,1763,36,35,0.780677,round_light.jpg
55,396,1882,49,43,0.78382003,small_round.jpg
27,425,1121,48,40,0.829981,03_18_2023 LG 282 copy.jpg
46,448,1079,49,43,0.88343775,small_round.jpg
45,488,998,49,43,0.92117035,small_round.jpg
26,500,956,48,40,0.7938347,03_18_2023 LG 282 copy.jpg
44,526,914,49,43,0.9105029,small_round.jpg
43,567,831,49,43,0.81339383,small_round.jpg
42,591,791,49,43,0.81088173,small_round.jpg
41,613,746,49,43,0.81479573,small_round.jpg
39,635,703,49,43,0.8939745,small_round.jpg
37,660,656,49,43,0.80270994,small_round.jpg
25,674,620,48,40,0.8160455,03_18_2023 LG 282 copy.jpg
0,706,574,44,44,0.79286647,12_20_2022 LG 282 copy 2.jpg
24,726,529,48,40,0.81049305,03_18_2023 LG 282 copy.jpg
22,749,480,48,40,0.8048917,03_18_2023 LG 282 copy.jpg
20,776,433,48,40,0.79315513,03_18_2023 LG 282 copy.jpg
19,814,388,48,40,0.8261915,03_18_2023 LG 282 copy.jpg
18,871,301,48,40,0.8483753,03_18_2023 LG 282 copy.jpg
3,986,203,36,35,0.83931834,round_light.jpg
2,1025,163,36,35,0.8105038,round_light.jpg
15,1052,124,48,40,0.83096063,03_18_2023 LG 282 copy.jpg
14,1094,97,48,40,0.79668236,03_18_2023 LG 282 copy.jpg
1,1154,71,46,53,0.7828633,right_small_weird.jpg
5,1270,54,38,60,0.83502704,middle round.jpg
32,1374,59,49,43,0.8830381,small_round.jpg
6,1427,67,38,60,0.9124827,middle round.jpg
7,1482,82,38,60,0.8930024,middle round.jpg
16,1618,171,48,40,0.8655531,03_18_2023 LG 282 copy.jpg
33,1664,210,49,43,0.8520872,small_round.jpg
17,1699,249,48,40,0.89303523,03_18_2023 LG 282 copy.jpg
34,1771,328,49,43,0.88486534,small_round.jpg
35,1801,369,49,43,0.8771753,small_round.jpg
36,1826,412,49,43,0.8745811,small_round.jpg
21,1848,457,48,40,0.829185,03_18_2023 LG 282 copy.jpg
23,1875,503,48,40,0.84175473,03_18_2023 LG 282 copy.jpg
8,1905,550,38,60,0.81799936,middle round.jpg
9,1928,601,38,60,0.8250092,middle round.jpg
38,1967,697,49,43,0.7953527,small_round.jpg
40,1995,741,49,43,0.80612814,small_round.jpg
56,2030,831,64,44,0.7692392,left_angled.jpg
57,2079,953,64,44,0.81219035,left_angled.jpg
58,2102,1028,38,64,0.85070443,12_20_2022 LG 282 copy.jpg
11,2121,1851,38,60,0.77809364,middle round.jpg
10,2138,1118,38,60,0.7941604,middle round.jpg
59,2163,1203,38,64,0.8208388,12_20_2022 LG 282 copy.jpg
47,2207,1291,49,43,0.79932773,small_round.jpg
48,2223,1334,49,43,0.80782765,small_round.jpg
50,2236,1378,49,43,0.8677171,small_round.jpg
54,2300,1553,49,43,0.78968096,small_round.jpg
12,2314,1851,38,60,0.7596311,middle round.jpg
13,2419,1880,38,60,0.76116574,middle round.jpg
