,x,y,w,h,score,match
37,85,1871,48,40,0.8124804,03_18_2023 LG 282 copy.jpg
4,203,1840,68,44,0.83058167,left_back_bent.jpg
16,233,1740,38,60,0.8314336,middle round.jpg
36,241,1698,48,40,0.7571919,03_18_2023 LG 282 copy.jpg
35,258,1657,48,40,0.7983167,03_18_2023 LG 282 copy.jpg
34,274,1613,48,40,0.8108287,03_18_2023 LG 282 copy.jpg
2,313,1536,68,44,0.80071443,left_back_bent.jpg
1,366,1404,68,44,0.8856172,left_back_bent.jpg
67,402,1321,64,44,0.8473241,left_angled.jpg
66,414,1276,64,44,0.8242546,left_angled.jpg
65,433,1235,64,44,0.8549437,left_angled.jpg
64,446,1190,64,44,0.8100339,left_angled.jpg
63,470,1149,64,44,0.7920749,left_angled.jpg
62,503,1064,64,44,0.8719545,left_angled.jpg
47,523,1018,49,43,0.80798703,small_round.jpg
46,540,972,49,43,0.8064168,small_round.jpg
31,620,790,48,40,0.84527755,03_18_2023 LG 282 copy.jpg
40,648,746,49,43,0.8778703,small_round.jpg
38,670,695,49,43,0.8959697,small_round.jpg
29,690,649,48,40,0.8930618,03_18_2023 LG 282 copy.jpg
27,746,560,48,40,0.8756641,03_18_2023 LG 282 copy.jpg
25,774,514,48,40,0.83993405,03_18_2023 LG 282 copy.jpg
23,839,437,48,40,0.88833374,03_18_2023 LG 282 copy.jpg
10,884,408,36,35,0.8566694,round_light.jpg
22,909,367,48,40,0.83296824,03_18_2023 LG 282 copy.jpg
21,950,327,48,40,0.8743514,03_18_2023 LG 282 copy.jpg
19,991,298,48,40,0.83872235,03_18_2023 LG 282 copy.jpg
18,1045,276,48,40,0.81493807,03_18_2023 LG 282 copy.jpg
5,1098,259,36,35,0.85791576,round_light.jpg
17,1152,250,48,40,0.76091176,03_18_2023 LG 282 copy.jpg
7,1192,301,36,35,0.8311979,round_light.jpg
13,1214,242,38,60,0.7811065,middle round.jpg
14,1269,243,38,60,0.8910323,middle round.jpg
15,1375,266,38,60,0.85732836,middle round.jpg
6,1431,297,36,35,0.92212266,round_light.jpg
20,1466,317,48,40,0.8720336,03_18_2023 LG 282 copy.jpg
8,1522,353,36,35,0.89808345,round_light.jpg
9,1569,392,36,35,0.7797289,round_light.jpg
11,1610,428,36,35,0.7972497,round_light.jpg
24,1672,502,48,40,0.85883677,03_18_2023 LG 282 copy.jpg
26,1706,540,48,40,0.8706538,03_18_2023 LG 282 copy.jpg
28,1761,626,48,40,0.8852181,03_18_2023 LG 282 copy.jpg
30,1791,672,48,40,0.8536136,03_18_2023 LG 282 copy.jpg
39,1817,719,49,43,0.84870833,small_round.jpg
41,1845,769,49,43,0.8751657,small_round.jpg
42,1875,813,49,43,0.8884929,small_round.jpg
43,1893,858,49,43,0.8672642,small_round.jpg
44,1921,901,49,43,0.8346058,small_round.jpg
45,1940,942,49,43,0.8123835,small_round.jpg
32,1954,984,48,40,0.75839007,03_18_2023 LG 282 copy.jpg
0,1988,1015,68,44,0.7602341,left_back_bent.jpg
48,2013,1105,49,43,0.8201904,small_round.jpg
12,2019,1064,36,35,0.8258514,round_light.jpg
33,2032,1148,48,40,0.8737461,03_18_2023 LG 282 copy.jpg
49,2050,1186,49,43,0.84336203,small_round.jpg
50,2087,1273,49,43,0.81103885,small_round.jpg
51,2107,1312,49,43,0.7725433,small_round.jpg
52,2121,1357,49,43,0.845879,small_round.jpg
53,2143,1397,49,43,0.8212123,small_round.jpg
54,2162,1438,49,43,0.85053456,small_round.jpg
55,2180,1479,49,43,0.84949154,small_round.jpg
56,2194,1523,49,43,0.8592067,small_round.jpg
57,2212,1564,49,43,0.8517154,small_round.jpg
58,2236,1605,49,43,0.84161943,small_round.jpg
59,2267,1694,49,43,0.83182245,small_round.jpg
60,2284,1737,49,43,0.81159955,small_round.jpg
61,2301,1778,49,43,0.83382374,small_round.jpg
68,2338,1855,38,64,0.84215593,12_20_2022 LG 282 copy.jpg
3,2381,1763,68,44,0.8367751,left_back_bent.jpg
