,x,y,w,h,score,match
10,128,1854,68,44,0.7966534,left_back_bent.jpg
9,136,1802,68,44,0.867654,left_back_bent.jpg
6,204,1618,68,44,0.77346325,left_back_bent.jpg
42,289,1402,48,40,0.7738223,03_18_2023 LG 282 copy.jpg
41,308,1359,48,40,0.76831436,03_18_2023 LG 282 copy.jpg
40,325,1317,48,40,0.7937252,03_18_2023 LG 282 copy.jpg
38,345,1271,48,40,0.76488626,03_18_2023 LG 282 copy.jpg
7,355,1629,68,44,0.7509783,left_back_bent.jpg
37,363,1226,48,40,0.7622526,03_18_2023 LG 282 copy.jpg
5,417,1377,68,44,0.7643818,left_back_bent.jpg
4,430,1318,68,44,0.76975906,left_back_bent.jpg
44,457,1020,49,43,0.7613411,small_round.jpg
52,525,901,64,44,0.81162155,left_angled.jpg
51,561,814,64,44,0.8188167,left_angled.jpg
0,602,734,68,44,0.9133122,left_back_bent.jpg
1,609,962,68,44,0.79056495,left_back_bent.jpg
49,628,685,64,44,0.9204845,left_angled.jpg
48,672,597,64,44,0.78970885,left_angled.jpg
34,752,452,38,60,0.8109916,middle round.jpg
43,779,409,49,43,0.7779548,small_round.jpg
11,806,362,53,48,0.8209637,top_left.jpg
47,838,326,64,44,0.7722559,left_angled.jpg
30,942,213,38,60,0.7773255,middle round.jpg
29,978,181,38,60,0.8496642,middle round.jpg
26,1028,139,38,60,0.87419057,middle round.jpg
24,1069,118,38,60,0.84402937,middle round.jpg
22,1120,92,38,60,0.7792264,middle round.jpg
20,1171,73,38,60,0.859389,middle round.jpg
18,1222,64,38,60,0.7976374,middle round.jpg
16,1280,57,38,60,0.79118896,middle round.jpg
17,1325,62,38,60,0.77734816,middle round.jpg
19,1375,69,38,60,0.7768942,middle round.jpg
21,1429,88,38,60,0.81258893,middle round.jpg
27,1434,170,38,60,0.79527074,middle round.jpg
23,1478,112,38,60,0.89951754,middle round.jpg
28,1481,178,38,60,0.768832,middle round.jpg
25,1526,138,38,60,0.832087,middle round.jpg
13,1550,27,36,35,0.8309217,round_light.jpg
31,1655,248,38,60,0.81231725,middle round.jpg
32,1691,289,38,60,0.8809871,middle round.jpg
33,1727,327,38,60,0.84604704,middle round.jpg
59,1774,408,38,64,0.8185515,12_20_2022 LG 282 copy.jpg
35,1814,457,38,60,0.8506935,middle round.jpg
60,1854,549,38,64,0.8334037,12_20_2022 LG 282 copy.jpg
61,1880,600,38,64,0.7937862,12_20_2022 LG 282 copy.jpg
62,1927,687,38,64,0.817861,12_20_2022 LG 282 copy.jpg
50,1960,736,64,44,0.81950843,left_angled.jpg
14,1965,793,36,35,0.80567694,round_light.jpg
53,2052,939,64,44,0.8100546,left_angled.jpg
54,2068,981,64,44,0.762493,left_angled.jpg
12,2104,1060,53,48,0.7884578,top_left.jpg
36,2112,1159,48,40,0.7783515,03_18_2023 LG 282 copy.jpg
55,2123,1106,64,44,0.79850435,left_angled.jpg
56,2157,1191,64,44,0.81667864,left_angled.jpg
2,2187,1111,68,44,0.7998744,left_back_bent.jpg
57,2192,1271,64,44,0.82519525,left_angled.jpg
3,2194,1152,68,44,0.76157105,left_back_bent.jpg
39,2204,1312,48,40,0.83169943,03_18_2023 LG 282 copy.jpg
45,2223,1355,49,43,0.81315273,small_round.jpg
15,2226,1414,36,35,0.82069737,round_light.jpg
58,2276,1485,64,44,0.8449978,left_angled.jpg
8,2360,1680,68,44,0.78150904,left_back_bent.jpg
63,2393,1779,38,64,0.79216677,12_20_2022 LG 282 copy.jpg
46,2435,1887,49,43,0.8594291,small_round.jpg
