,x,y,w,h,score,match
17,212,1900,36,35,0.8005471,round_light.jpg
6,237,1859,68,44,0.8577259,left_back_bent.jpg
50,277,1781,64,44,0.7815235,left_angled.jpg
23,327,1644,38,60,0.80566037,middle round.jpg
4,373,1566,68,44,0.8173366,left_back_bent.jpg
3,389,1515,68,44,0.83328027,left_back_bent.jpg
20,420,1431,38,60,0.8426212,middle round.jpg
2,453,1358,68,44,0.8118896,left_back_bent.jpg
38,486,1265,49,43,0.8190743,small_round.jpg
7,505,1419,53,48,0.7529498,top_left.jpg
46,510,1225,64,44,0.8722942,left_angled.jpg
45,548,1140,64,44,0.84628063,left_angled.jpg
43,570,1099,64,44,0.8650202,left_angled.jpg
41,590,1055,64,44,0.808594,left_angled.jpg
37,629,967,49,43,0.882175,small_round.jpg
36,650,921,49,43,0.9114995,small_round.jpg
35,699,830,49,43,0.85375696,small_round.jpg
29,719,784,48,40,0.85023284,03_18_2023 LG 282 copy.jpg
27,800,653,48,40,0.81664515,03_18_2023 LG 282 copy.jpg
1,810,844,68,44,0.7626005,left_back_bent.jpg
0,1031,531,68,44,0.7550601,left_back_bent.jpg
12,1064,415,36,35,0.7537248,round_light.jpg
11,1113,394,36,35,0.84326047,round_light.jpg
9,1175,369,36,35,0.93731976,round_light.jpg
10,1232,371,36,35,0.95159763,round_light.jpg
25,1563,477,48,40,0.7536177,03_18_2023 LG 282 copy.jpg
13,1658,556,36,35,0.85798305,round_light.jpg
26,1682,593,48,40,0.8530844,03_18_2023 LG 282 copy.jpg
28,1741,672,48,40,0.9157941,03_18_2023 LG 282 copy.jpg
34,1818,813,49,43,0.8033259,small_round.jpg
19,1847,853,38,60,0.83567727,middle round.jpg
51,1882,950,38,64,0.7559662,12_20_2022 LG 282 copy.jpg
39,1910,998,64,44,0.82412857,left_angled.jpg
40,1927,1041,64,44,0.8550495,left_angled.jpg
42,1945,1087,64,44,0.8105139,left_angled.jpg
44,1963,1130,64,44,0.76386416,left_angled.jpg
14,1984,846,36,35,0.817245,round_light.jpg
30,1993,1207,48,40,0.7821725,03_18_2023 LG 282 copy.jpg
31,2008,1246,48,40,0.7995554,03_18_2023 LG 282 copy.jpg
52,2027,1330,38,64,0.7532612,12_20_2022 LG 282 copy.jpg
15,2035,1296,36,35,0.8108348,round_light.jpg
47,2065,1376,64,44,0.8086698,left_angled.jpg
48,2084,1419,64,44,0.8065858,left_angled.jpg
21,2086,1463,38,60,0.8447105,middle round.jpg
22,2134,1534,38,60,0.88783234,middle round.jpg
8,2165,1621,53,48,0.83063364,top_left.jpg
49,2179,1671,64,44,0.7954198,left_angled.jpg
33,2186,1821,48,40,0.8234522,03_18_2023 LG 282 copy.jpg
5,2211,1759,68,44,0.8448992,left_back_bent.jpg
24,2242,1838,38,60,0.8900327,middle round.jpg
16,2450,1651,36,35,0.78189945,round_light.jpg
18,2508,428,38,60,0.8358347,middle round.jpg
32,2515,1596,48,40,0.8112365,03_18_2023 LG 282 copy.jpg
