,x,y,w,h,score,match
17,115,1884,53,48,0.83972543,top_left.jpg
16,131,1834,53,48,0.8891156,top_left.jpg
56,145,1623,38,64,0.83788073,12_20_2022 LG 282 copy.jpg
15,150,1786,53,48,0.9369285,top_left.jpg
45,168,1746,49,43,0.79646415,small_round.jpg
14,188,1700,53,48,0.95621544,top_left.jpg
51,227,1622,64,44,0.84376174,left_angled.jpg
12,260,1392,53,48,0.77654487,top_left.jpg
44,269,1533,49,43,0.8709327,small_round.jpg
13,289,1490,53,48,0.870033,top_left.jpg
43,329,1409,49,43,0.8887753,small_round.jpg
6,346,1573,68,44,0.83777165,left_back_bent.jpg
5,351,1524,68,44,0.8349704,left_back_bent.jpg
36,355,222,48,40,0.8768346,03_18_2023 LG 282 copy.jpg
4,370,1332,68,44,0.8508006,left_back_bent.jpg
11,412,1089,53,48,0.8675253,top_left.jpg
50,414,1244,64,44,0.8359209,left_angled.jpg
26,444,1208,36,35,0.78360385,round_light.jpg
25,488,1135,36,35,0.8044383,round_light.jpg
55,498,929,38,64,0.8276326,12_20_2022 LG 282 copy.jpg
24,506,1093,36,35,0.82696325,round_light.jpg
49,513,1040,64,44,0.77878183,left_angled.jpg
42,528,874,49,43,0.8138192,small_round.jpg
22,548,1009,36,35,0.79921347,round_light.jpg
21,570,973,36,35,0.82255393,round_light.jpg
54,580,783,38,64,0.7593964,12_20_2022 LG 282 copy.jpg
48,594,880,64,44,0.8257297,left_angled.jpg
47,619,837,64,44,0.8923841,left_angled.jpg
10,633,695,53,48,0.90709454,top_left.jpg
46,665,753,64,44,0.80896735,left_angled.jpg
9,689,592,53,48,0.7943779,top_left.jpg
41,690,708,49,43,0.7715974,small_round.jpg
40,713,666,49,43,0.8652049,small_round.jpg
39,738,623,49,43,0.8295602,small_round.jpg
34,798,524,38,60,0.8434083,middle round.jpg
38,821,485,49,43,0.81449383,small_round.jpg
2,857,578,68,44,0.8055631,left_back_bent.jpg
33,892,398,38,60,0.8365657,middle round.jpg
32,924,355,38,60,0.82670957,middle round.jpg
53,962,321,38,64,0.8002427,12_20_2022 LG 282 copy.jpg
1,969,419,68,44,0.76152605,left_back_bent.jpg
37,983,289,48,40,0.8022876,03_18_2023 LG 282 copy.jpg
31,1062,228,38,60,0.75414854,middle round.jpg
29,1110,191,38,60,0.7983221,middle round.jpg
28,1316,130,38,60,0.8071376,middle round.jpg
19,1400,283,36,35,0.7997738,round_light.jpg
18,1415,159,36,35,0.7790353,round_light.jpg
52,1513,163,38,64,0.79213524,12_20_2022 LG 282 copy.jpg
30,1607,212,38,60,0.80855024,middle round.jpg
0,1803,344,68,44,0.7595308,left_back_bent.jpg
20,2017,879,36,35,0.7686163,round_light.jpg
3,2075,844,68,44,0.7539549,left_back_bent.jpg
23,2077,1053,36,35,0.7827191,round_light.jpg
35,2209,1609,38,60,0.7739855,middle round.jpg
27,2248,1562,36,35,0.7732097,round_light.jpg
8,2284,1863,68,44,0.7824428,left_back_bent.jpg
7,2519,1850,68,44,0.8300513,left_back_bent.jpg
