,x,y,w,h,score,match
24,108,1879,36,35,0.7602291,round_light.jpg
42,176,1870,38,60,0.78946376,middle round.jpg
77,180,1828,49,43,0.8403946,small_round.jpg
76,193,1784,49,43,0.8631459,small_round.jpg
17,216,1742,36,35,0.8353175,round_light.jpg
57,220,1689,48,40,0.8569691,03_18_2023 LG 282 copy.jpg
56,256,1605,48,40,0.8075395,03_18_2023 LG 282 copy.jpg
55,274,1561,48,40,0.83488375,03_18_2023 LG 282 copy.jpg
54,288,1517,48,40,0.82786375,03_18_2023 LG 282 copy.jpg
18,298,1824,36,35,0.79006183,round_light.jpg
75,308,1473,49,43,0.8070464,small_round.jpg
53,319,1427,48,40,0.8223467,03_18_2023 LG 282 copy.jpg
74,343,1375,49,43,0.8652287,small_round.jpg
15,345,1316,36,35,0.8021776,round_light.jpg
73,379,1286,49,43,0.8708954,small_round.jpg
72,407,1208,49,43,0.89445645,small_round.jpg
71,438,1127,49,43,0.88123566,small_round.jpg
70,455,1084,49,43,0.90321606,small_round.jpg
68,473,1044,49,43,0.87399113,small_round.jpg
67,490,999,49,43,0.91797376,small_round.jpg
66,506,957,49,43,0.88126355,small_round.jpg
65,526,915,49,43,0.9055901,small_round.jpg
64,567,827,49,43,0.9235496,small_round.jpg
63,585,786,49,43,0.8822333,small_round.jpg
62,624,697,49,43,0.9199438,small_round.jpg
1,657,655,68,44,0.77663887,left_back_bent.jpg
61,692,559,49,43,0.8453604,small_round.jpg
12,748,475,36,35,0.79752177,round_light.jpg
50,765,429,48,40,0.8980409,03_18_2023 LG 282 copy.jpg
49,799,380,48,40,0.85781944,03_18_2023 LG 282 copy.jpg
11,839,342,36,35,0.76866734,round_light.jpg
48,861,301,48,40,0.77952546,03_18_2023 LG 282 copy.jpg
45,933,235,48,40,0.7890374,03_18_2023 LG 282 copy.jpg
0,936,280,68,44,0.7540166,left_back_bent.jpg
59,979,199,49,43,0.82541484,small_round.jpg
34,1024,168,38,60,0.8360272,middle round.jpg
32,1071,146,38,60,0.8708924,middle round.jpg
9,1116,124,36,35,0.77417237,round_light.jpg
29,1177,119,38,60,0.88062555,middle round.jpg
27,1230,111,38,60,0.91356915,middle round.jpg
28,1278,112,38,60,0.9256967,middle round.jpg
30,1322,125,38,60,0.7865168,middle round.jpg
31,1372,129,38,60,0.85847116,middle round.jpg
33,1424,147,38,60,0.8837377,middle round.jpg
35,1468,171,38,60,0.84187216,middle round.jpg
44,1504,205,48,40,0.8690317,03_18_2023 LG 282 copy.jpg
46,1555,245,48,40,0.86292434,03_18_2023 LG 282 copy.jpg
21,1591,1849,36,35,0.8441978,round_light.jpg
47,1595,279,48,40,0.85161847,03_18_2023 LG 282 copy.jpg
8,1634,311,46,53,0.83435684,right_small_weird.jpg
60,1667,351,49,43,0.84941745,small_round.jpg
36,1702,387,38,60,0.90509945,middle round.jpg
51,1727,436,48,40,0.8997273,03_18_2023 LG 282 copy.jpg
37,1761,474,38,60,0.9297113,middle round.jpg
13,1782,541,36,35,0.8208782,round_light.jpg
84,1834,615,38,64,0.77863264,12_20_2022 LG 282 copy.jpg
38,1865,659,38,60,0.83223766,middle round.jpg
39,1930,783,38,60,0.838094,middle round.jpg
10,1937,269,36,35,0.76778585,round_light.jpg
78,1969,871,64,44,0.86242753,left_angled.jpg
26,1997,1899,36,35,0.765248,round_light.jpg
79,2005,940,64,44,0.7974304,left_angled.jpg
52,2021,981,48,40,0.82781845,03_18_2023 LG 282 copy.jpg
69,2062,1062,49,43,0.8066386,small_round.jpg
14,2084,967,36,35,0.78352475,round_light.jpg
3,2117,1179,68,44,0.78205174,left_back_bent.jpg
4,2140,1228,68,44,0.7847768,left_back_bent.jpg
2,2163,1024,68,44,0.7599349,left_back_bent.jpg
5,2179,1317,68,44,0.82557774,left_back_bent.jpg
80,2214,1394,64,44,0.7794892,left_angled.jpg
81,2231,1436,64,44,0.79809326,left_angled.jpg
25,2235,1893,36,35,0.80890536,round_light.jpg
82,2245,1480,64,44,0.7591004,left_angled.jpg
16,2252,1539,36,35,0.8009652,round_light.jpg
41,2266,1818,38,60,0.852898,middle round.jpg
6,2284,1553,68,44,0.76060826,left_back_bent.jpg
7,2318,1646,68,44,0.7790834,left_back_bent.jpg
22,2324,1857,36,35,0.75027084,round_light.jpg
83,2340,1690,64,44,0.75481147,left_angled.jpg
40,2360,1731,38,60,0.7832158,middle round.jpg
58,2385,1826,48,40,0.77650607,03_18_2023 LG 282 copy.jpg
43,2410,1872,38,60,0.8395998,middle round.jpg
19,2470,1829,36,35,0.85404545,round_light.jpg
20,2524,1831,36,35,0.77978414,round_light.jpg
23,2551,1866,36,35,0.81247,round_light.jpg
