,x,y,w,h,score,match
0,24,139,68,44,0.7890636,left_back_bent.jpg
83,61,1879,49,43,0.7548496,small_round.jpg
53,103,96,38,60,0.7715317,middle round.jpg
64,138,1866,38,60,0.8664613,middle round.jpg
48,149,63,38,60,0.7527397,middle round.jpg
35,163,1764,53,48,0.8066647,top_left.jpg
28,214,1845,68,44,0.7629511,left_back_bent.jpg
34,226,1592,53,48,0.77415705,top_left.jpg
92,226,1645,64,44,0.8298757,left_angled.jpg
24,250,1506,68,44,0.82692057,left_back_bent.jpg
26,255,1557,68,44,0.8977154,left_back_bent.jpg
23,267,1464,68,44,0.93239456,left_back_bent.jpg
29,270,1893,68,44,0.7602478,left_back_bent.jpg
21,329,1338,68,44,0.8876172,left_back_bent.jpg
91,355,1246,64,44,0.844637,left_angled.jpg
33,363,1049,53,48,0.78290397,top_left.jpg
73,405,971,48,40,0.79817635,03_18_2023 LG 282 copy.jpg
90,419,1121,64,44,0.8689886,left_angled.jpg
61,453,1029,38,60,0.86954856,middle round.jpg
50,460,70,38,60,0.7577706,middle round.jpg
45,470,1390,36,35,0.8110728,round_light.jpg
89,480,950,64,44,0.86148083,left_angled.jpg
20,514,1268,68,44,0.792031,left_back_bent.jpg
87,519,871,64,44,0.8314726,left_angled.jpg
51,521,81,38,60,0.7768855,middle round.jpg
19,531,1227,68,44,0.8273806,left_back_bent.jpg
86,536,827,64,44,0.8302456,left_angled.jpg
17,551,1179,68,44,0.823933,left_back_bent.jpg
52,571,87,38,60,0.8534821,middle round.jpg
85,575,736,64,44,0.83850974,left_angled.jpg
32,586,868,53,48,0.8765205,top_left.jpg
84,592,694,64,44,0.8397638,left_angled.jpg
81,605,649,49,43,0.8188235,small_round.jpg
31,607,794,53,48,0.8279739,top_left.jpg
14,614,1003,68,44,0.78211284,left_back_bent.jpg
80,628,606,49,43,0.85163903,small_round.jpg
6,632,474,68,44,0.77098596,left_back_bent.jpg
30,634,753,53,48,0.8467109,top_left.jpg
40,641,99,36,35,0.77638614,round_light.jpg
72,646,562,48,40,0.8373002,03_18_2023 LG 282 copy.jpg
13,663,896,68,44,0.8063313,left_back_bent.jpg
79,673,405,49,43,0.7809483,small_round.jpg
44,676,520,36,35,0.8648002,round_light.jpg
43,699,469,36,35,0.78600234,round_light.jpg
12,704,821,68,44,0.8344825,left_back_bent.jpg
11,714,766,68,44,0.79608554,left_back_bent.jpg
10,726,704,68,44,0.7684863,left_back_bent.jpg
70,750,370,48,40,0.79316103,03_18_2023 LG 282 copy.jpg
9,752,641,68,44,0.7631902,left_back_bent.jpg
69,777,327,48,40,0.76904005,03_18_2023 LG 282 copy.jpg
56,806,393,38,60,0.8427621,middle round.jpg
68,841,239,48,40,0.82996595,03_18_2023 LG 282 copy.jpg
42,854,443,36,35,0.782955,round_light.jpg
41,880,211,36,35,0.8507572,round_light.jpg
57,920,400,38,60,0.80998474,middle round.jpg
66,979,99,48,40,0.85306555,03_18_2023 LG 282 copy.jpg
39,1029,77,36,35,0.7844417,round_light.jpg
49,1164,64,38,60,0.7812224,middle round.jpg
65,1176,22,48,40,0.8806769,03_18_2023 LG 282 copy.jpg
37,1245,26,36,35,0.8053902,round_light.jpg
46,1298,19,38,60,0.84653956,middle round.jpg
47,1350,22,38,60,0.9025486,middle round.jpg
36,1398,33,46,53,0.7870742,right_small_weird.jpg
38,1460,65,36,35,0.81326246,round_light.jpg
67,1618,191,48,40,0.8192334,03_18_2023 LG 282 copy.jpg
74,1659,229,49,43,0.87718576,small_round.jpg
75,1693,269,49,43,0.89056724,small_round.jpg
71,1712,405,48,40,0.78942275,03_18_2023 LG 282 copy.jpg
76,1724,309,49,43,0.87169725,small_round.jpg
77,1751,351,49,43,0.7839211,small_round.jpg
3,1753,227,68,44,0.83129734,left_back_bent.jpg
78,1779,397,49,43,0.85928875,small_round.jpg
1,1781,159,68,44,0.8512744,left_back_bent.jpg
58,1809,440,38,60,0.9238903,middle round.jpg
59,1833,491,38,60,0.9099394,middle round.jpg
5,1840,378,68,44,0.82998854,left_back_bent.jpg
60,1859,540,38,60,0.8968502,middle round.jpg
2,1876,193,68,44,0.7631112,left_back_bent.jpg
7,1900,493,68,44,0.7913693,left_back_bent.jpg
93,1913,676,38,64,0.79258436,12_20_2022 LG 282 copy.jpg
4,1925,283,68,44,0.81795377,left_back_bent.jpg
55,1937,386,38,60,0.8727845,middle round.jpg
94,1968,799,38,64,0.7597669,12_20_2022 LG 282 copy.jpg
88,2034,923,64,44,0.7785987,left_angled.jpg
8,2050,531,68,44,0.8766912,left_back_bent.jpg
95,2057,1001,38,64,0.81514364,12_20_2022 LG 282 copy.jpg
96,2087,1082,38,64,0.8356185,12_20_2022 LG 282 copy.jpg
97,2129,1162,38,64,0.8091885,12_20_2022 LG 282 copy.jpg
15,2218,1040,68,44,0.8538469,left_back_bent.jpg
82,2250,1418,49,43,0.77807933,small_round.jpg
16,2259,1075,68,44,0.7945893,left_back_bent.jpg
54,2293,375,38,60,0.8097895,middle round.jpg
62,2311,1591,38,60,0.844456,middle round.jpg
18,2320,1195,68,44,0.8621045,left_back_bent.jpg
27,2371,1727,68,44,0.7800662,left_back_bent.jpg
63,2413,1834,38,60,0.83987695,middle round.jpg
98,2422,1571,38,64,0.7527896,12_20_2022 LG 282 copy.jpg
22,2455,1444,68,44,0.750569,left_back_bent.jpg
25,2476,1544,68,44,0.8716209,left_back_bent.jpg
