,x,y,w,h,score,match
17,136,1678,36,35,0.7542855,round_light.jpg
57,168,1834,64,44,0.8002462,left_angled.jpg
10,172,1789,53,48,0.9066878,top_left.jpg
56,201,1745,64,44,0.8137681,left_angled.jpg
55,217,1702,64,44,0.86021566,left_angled.jpg
7,232,1660,68,44,0.8844034,left_back_bent.jpg
54,254,1613,64,44,0.8155947,left_angled.jpg
38,273,1566,49,43,0.82427734,small_round.jpg
53,292,1525,64,44,0.8756627,left_angled.jpg
52,328,1439,64,44,0.83448094,left_angled.jpg
6,346,1399,68,44,0.8684986,left_back_bent.jpg
5,366,1357,68,44,0.8760769,left_back_bent.jpg
51,403,1267,64,44,0.85609543,left_angled.jpg
4,422,1225,68,44,0.8928657,left_back_bent.jpg
30,459,1132,38,60,0.8393941,middle round.jpg
3,523,1025,68,44,0.81278086,left_back_bent.jpg
2,534,977,68,44,0.8220741,left_back_bent.jpg
49,570,891,64,44,0.8588842,left_angled.jpg
1,573,941,68,44,0.8395449,left_back_bent.jpg
48,592,851,64,44,0.864517,left_angled.jpg
46,635,764,64,44,0.8200167,left_angled.jpg
45,657,721,64,44,0.8662729,left_angled.jpg
44,681,674,64,44,0.7672037,left_angled.jpg
43,699,633,64,44,0.8941365,left_angled.jpg
42,724,586,64,44,0.81872624,left_angled.jpg
9,748,539,53,48,0.88779557,top_left.jpg
40,772,492,64,44,0.7702039,left_angled.jpg
26,835,389,38,60,0.7934917,middle round.jpg
8,986,204,53,48,0.75079626,top_left.jpg
21,1039,160,38,60,0.90838176,middle round.jpg
19,1174,85,38,60,0.8114574,middle round.jpg
14,1218,133,36,35,0.75756365,round_light.jpg
18,1276,59,38,60,0.7853014,middle round.jpg
15,1406,134,36,35,0.8405408,round_light.jpg
12,1475,102,36,35,0.76352876,round_light.jpg
13,1524,122,36,35,0.78278065,round_light.jpg
20,1570,126,38,60,0.87202364,middle round.jpg
22,1707,241,38,60,0.82093143,middle round.jpg
23,1744,279,38,60,0.86525375,middle round.jpg
24,1776,318,38,60,0.84979945,middle round.jpg
25,1809,357,38,60,0.8138029,middle round.jpg
39,1861,450,64,44,0.756326,left_angled.jpg
27,1891,493,38,60,0.80455106,middle round.jpg
41,1915,549,64,44,0.7720376,left_angled.jpg
28,1940,590,38,60,0.8471792,middle round.jpg
29,1967,636,38,60,0.8447809,middle round.jpg
0,2014,725,68,44,0.7881214,left_back_bent.jpg
47,2030,773,64,44,0.84633565,left_angled.jpg
32,2063,851,48,40,0.786114,03_18_2023 LG 282 copy.jpg
16,2097,945,36,35,0.7685398,round_light.jpg
33,2114,974,49,43,0.76227987,small_round.jpg
34,2132,1016,49,43,0.8006548,small_round.jpg
35,2152,1058,49,43,0.79832065,small_round.jpg
36,2166,1102,49,43,0.7785437,small_round.jpg
50,2188,1144,64,44,0.8081253,left_angled.jpg
31,2228,1224,38,60,0.83724964,middle round.jpg
37,2277,1351,49,43,0.760494,small_round.jpg
58,2286,1391,38,64,0.75864404,12_20_2022 LG 282 copy.jpg
59,2318,1480,38,64,0.7556411,12_20_2022 LG 282 copy.jpg
11,2478,1880,53,48,0.75782007,top_left.jpg
