,x,y,w,h,score,match
61,201,1876,49,43,0.85034,small_round.jpg
60,218,1828,49,43,0.8259173,small_round.jpg
58,233,1781,49,43,0.8265267,small_round.jpg
57,252,1735,49,43,0.83689225,small_round.jpg
55,268,1691,49,43,0.85316795,small_round.jpg
25,274,1579,48,40,0.8236648,03_18_2023 LG 282 copy.jpg
53,286,1646,49,43,0.88035697,small_round.jpg
52,320,1557,49,43,0.8961145,small_round.jpg
51,337,1512,49,43,0.92294294,small_round.jpg
50,354,1469,49,43,0.89607686,small_round.jpg
48,372,1424,49,43,0.93040437,small_round.jpg
24,399,1336,48,40,0.8891521,03_18_2023 LG 282 copy.jpg
45,434,1251,49,43,0.8873792,small_round.jpg
23,447,1207,48,40,0.8603247,03_18_2023 LG 282 copy.jpg
44,469,1166,49,43,0.8633386,small_round.jpg
21,483,1118,48,40,0.877497,03_18_2023 LG 282 copy.jpg
42,502,1076,49,43,0.880857,small_round.jpg
19,516,1035,48,40,0.86788887,03_18_2023 LG 282 copy.jpg
40,538,990,49,43,0.9230906,small_round.jpg
39,577,904,49,43,0.82309544,small_round.jpg
38,596,861,49,43,0.78618777,small_round.jpg
36,614,813,49,43,0.88775945,small_round.jpg
35,654,725,49,43,0.85931325,small_round.jpg
15,673,679,48,40,0.86112654,03_18_2023 LG 282 copy.jpg
34,697,626,49,43,0.81897485,small_round.jpg
33,725,574,49,43,0.86626244,small_round.jpg
14,770,492,48,40,0.8279489,03_18_2023 LG 282 copy.jpg
3,874,370,36,35,0.8155099,round_light.jpg
11,978,254,48,40,0.84135944,03_18_2023 LG 282 copy.jpg
30,1076,204,49,43,0.7626074,small_round.jpg
29,1129,183,49,43,0.80892444,small_round.jpg
8,1179,173,48,40,0.8861981,03_18_2023 LG 282 copy.jpg
7,1230,171,48,40,0.83636045,03_18_2023 LG 282 copy.jpg
0,1268,231,36,35,0.75893164,round_light.jpg
28,1289,170,49,43,0.82442343,small_round.jpg
9,1386,185,48,40,0.83148587,03_18_2023 LG 282 copy.jpg
10,1486,232,48,40,0.87365544,03_18_2023 LG 282 copy.jpg
1,1543,274,36,35,0.795663,round_light.jpg
2,1628,348,36,35,0.83580726,round_light.jpg
12,1690,419,48,40,0.8369881,03_18_2023 LG 282 copy.jpg
13,1720,458,48,40,0.9013782,03_18_2023 LG 282 copy.jpg
31,1756,497,49,43,0.8647531,small_round.jpg
32,1785,542,49,43,0.8529858,small_round.jpg
62,1841,632,38,64,0.86922765,12_20_2022 LG 282 copy.jpg
4,1878,748,36,35,0.78114533,round_light.jpg
16,1906,775,48,40,0.83843243,03_18_2023 LG 282 copy.jpg
17,1928,815,48,40,0.814141,03_18_2023 LG 282 copy.jpg
37,1955,854,49,43,0.77354693,small_round.jpg
18,2021,1008,48,40,0.8293019,03_18_2023 LG 282 copy.jpg
41,2043,1052,49,43,0.82638067,small_round.jpg
20,2063,1098,48,40,0.8275152,03_18_2023 LG 282 copy.jpg
43,2084,1140,49,43,0.79735494,small_round.jpg
22,2098,1185,48,40,0.799062,03_18_2023 LG 282 copy.jpg
6,2145,1267,38,60,0.8664427,middle round.jpg
46,2177,1352,49,43,0.83653885,small_round.jpg
47,2198,1394,49,43,0.800411,small_round.jpg
49,2215,1436,49,43,0.8191941,small_round.jpg
5,2228,1495,36,35,0.816211,round_light.jpg
63,2265,1562,38,64,0.84795326,12_20_2022 LG 282 copy.jpg
54,2304,1654,49,43,0.77072346,small_round.jpg
56,2323,1695,49,43,0.8927388,small_round.jpg
59,2357,1785,49,43,0.82547307,small_round.jpg
26,2377,1832,48,40,0.91049093,03_18_2023 LG 282 copy.jpg
27,2395,1877,48,40,0.9197498,03_18_2023 LG 282 copy.jpg
