,x,y,w,h,score,match
35,208,1609,48,40,0.7636688,03_18_2023 LG 282 copy.jpg
34,233,1567,48,40,0.7576777,03_18_2023 LG 282 copy.jpg
33,247,1521,48,40,0.8466569,03_18_2023 LG 282 copy.jpg
32,265,1477,48,40,0.8356476,03_18_2023 LG 282 copy.jpg
53,306,1391,49,43,0.8069862,small_round.jpg
51,347,1303,49,43,0.8235563,small_round.jpg
50,365,1260,49,43,0.91305065,small_round.jpg
49,383,1215,49,43,0.84088933,small_round.jpg
30,396,1174,48,40,0.8626085,03_18_2023 LG 282 copy.jpg
48,439,1092,49,43,0.7935475,small_round.jpg
47,455,1049,49,43,0.89885163,small_round.jpg
46,474,1007,49,43,0.90066284,small_round.jpg
45,494,962,49,43,0.8870103,small_round.jpg
25,508,924,48,40,0.90068746,03_18_2023 LG 282 copy.jpg
24,524,882,48,40,0.8288748,03_18_2023 LG 282 copy.jpg
23,543,839,48,40,0.8691366,03_18_2023 LG 282 copy.jpg
44,572,796,49,43,0.86096483,small_round.jpg
43,593,751,49,43,0.85064447,small_round.jpg
20,609,708,48,40,0.8874876,03_18_2023 LG 282 copy.jpg
0,637,540,53,48,0.7962835,top_left.jpg
42,656,619,49,43,0.75498796,small_round.jpg
41,680,573,49,43,0.77504104,small_round.jpg
40,729,478,49,43,0.7856983,small_round.jpg
18,840,299,48,40,0.79034275,03_18_2023 LG 282 copy.jpg
3,887,262,36,35,0.8085412,round_light.jpg
2,952,196,36,35,0.8382217,round_light.jpg
16,1017,118,48,40,0.83960706,03_18_2023 LG 282 copy.jpg
39,1119,70,49,43,0.7608745,small_round.jpg
10,1179,52,38,60,0.8080488,middle round.jpg
38,1225,45,49,43,0.78097963,small_round.jpg
13,1278,47,48,40,0.8390126,03_18_2023 LG 282 copy.jpg
1,1340,56,36,35,0.88728106,round_light.jpg
14,1382,54,48,40,0.8993331,03_18_2023 LG 282 copy.jpg
11,1401,119,38,60,0.78753823,middle round.jpg
15,1492,92,48,40,0.8730666,03_18_2023 LG 282 copy.jpg
17,1539,119,48,40,0.83112794,03_18_2023 LG 282 copy.jpg
19,1738,311,48,40,0.7506643,03_18_2023 LG 282 copy.jpg
4,1914,586,36,35,0.7770298,round_light.jpg
5,1960,679,36,35,0.8511299,round_light.jpg
21,1975,717,48,40,0.8356157,03_18_2023 LG 282 copy.jpg
22,1988,763,48,40,0.7509266,03_18_2023 LG 282 copy.jpg
7,2020,807,36,35,0.8614726,round_light.jpg
8,2042,848,36,35,0.7654839,round_light.jpg
9,2075,924,36,35,0.7909448,round_light.jpg
26,2081,965,48,40,0.8320533,03_18_2023 LG 282 copy.jpg
27,2116,1047,48,40,0.8628635,03_18_2023 LG 282 copy.jpg
28,2133,1091,48,40,0.8326155,03_18_2023 LG 282 copy.jpg
29,2148,1134,48,40,0.8500086,03_18_2023 LG 282 copy.jpg
31,2183,1217,48,40,0.84421456,03_18_2023 LG 282 copy.jpg
12,2208,714,38,60,0.7741434,middle round.jpg
52,2257,1385,49,43,0.75231755,small_round.jpg
54,2275,1429,49,43,0.85541445,small_round.jpg
55,2290,1472,49,43,0.858271,small_round.jpg
56,2344,1600,49,43,0.814375,small_round.jpg
36,2357,1644,48,40,0.7530873,03_18_2023 LG 282 copy.jpg
57,2380,1688,49,43,0.75728726,small_round.jpg
58,2419,1782,49,43,0.838802,small_round.jpg
59,2437,1831,49,43,0.7985077,small_round.jpg
37,2444,1888,48,40,0.8049153,03_18_2023 LG 282 copy.jpg
6,2456,765,36,35,0.89713013,round_light.jpg
