,x,y,w,h,score,match
78,99,1885,49,43,0.8390247,small_round.jpg
77,115,1838,49,43,0.8745169,small_round.jpg
5,134,1787,53,48,0.83801687,top_left.jpg
76,147,1743,49,43,0.8815546,small_round.jpg
75,166,1698,49,43,0.90012336,small_round.jpg
74,185,1653,49,43,0.9181055,small_round.jpg
4,207,1605,53,48,0.8774291,top_left.jpg
73,236,1520,49,43,0.9208196,small_round.jpg
71,272,1429,49,43,0.9256609,small_round.jpg
3,310,1358,53,48,0.8353734,top_left.jpg
69,344,1279,49,43,0.88350314,small_round.jpg
70,352,1324,49,43,0.85299855,small_round.jpg
2,358,1576,68,44,0.819498,left_back_bent.jpg
43,360,1218,48,40,0.80373114,03_18_2023 LG 282 copy.jpg
12,395,1131,36,35,0.9092969,round_light.jpg
42,411,1089,48,40,0.9107717,03_18_2023 LG 282 copy.jpg
39,425,986,48,40,0.79516494,03_18_2023 LG 282 copy.jpg
67,433,1040,49,43,0.8004715,small_round.jpg
37,460,958,48,40,0.8050959,03_18_2023 LG 282 copy.jpg
66,488,914,49,43,0.87297815,small_round.jpg
65,508,868,49,43,0.89161944,small_round.jpg
64,527,828,49,43,0.89524263,small_round.jpg
1,548,1163,68,44,0.76966673,left_back_bent.jpg
63,565,740,49,43,0.9259349,small_round.jpg
62,587,697,49,43,0.8886636,small_round.jpg
11,617,657,36,35,0.8289686,round_light.jpg
61,634,603,49,43,0.8883941,small_round.jpg
59,658,554,49,43,0.8712742,small_round.jpg
34,679,510,48,40,0.8292341,03_18_2023 LG 282 copy.jpg
32,706,464,48,40,0.8727806,03_18_2023 LG 282 copy.jpg
30,733,423,48,40,0.8972217,03_18_2023 LG 282 copy.jpg
29,764,380,48,40,0.867004,03_18_2023 LG 282 copy.jpg
27,796,337,48,40,0.87951463,03_18_2023 LG 282 copy.jpg
25,829,299,48,40,0.8653267,03_18_2023 LG 282 copy.jpg
9,872,268,36,35,0.76911247,round_light.jpg
24,900,226,48,40,0.77148956,03_18_2023 LG 282 copy.jpg
0,959,355,68,44,0.7800017,left_back_bent.jpg
23,990,158,48,40,0.8320785,03_18_2023 LG 282 copy.jpg
17,1105,117,38,60,0.8534685,middle round.jpg
20,1149,113,48,40,0.84249043,03_18_2023 LG 282 copy.jpg
57,1206,116,49,43,0.7571884,small_round.jpg
6,1262,114,36,35,0.86212665,round_light.jpg
21,1303,117,48,40,0.851533,03_18_2023 LG 282 copy.jpg
22,1402,155,48,40,0.8986693,03_18_2023 LG 282 copy.jpg
7,1504,213,36,35,0.8925723,round_light.jpg
8,1552,257,36,35,0.84282154,round_light.jpg
10,1590,301,36,35,0.7991488,round_light.jpg
26,1618,333,48,40,0.82410645,03_18_2023 LG 282 copy.jpg
28,1651,372,48,40,0.9138728,03_18_2023 LG 282 copy.jpg
31,1713,453,48,40,0.9054568,03_18_2023 LG 282 copy.jpg
33,1740,501,48,40,0.9374521,03_18_2023 LG 282 copy.jpg
58,1771,546,49,43,0.89981806,small_round.jpg
60,1797,596,49,43,0.88643605,small_round.jpg
18,1823,765,38,60,0.75021714,middle round.jpg
79,1906,815,64,44,0.7799694,left_angled.jpg
35,1927,861,48,40,0.90296006,03_18_2023 LG 282 copy.jpg
36,1940,905,48,40,0.87612766,03_18_2023 LG 282 copy.jpg
38,1975,968,48,40,0.9014917,03_18_2023 LG 282 copy.jpg
40,1992,1012,48,40,0.8811628,03_18_2023 LG 282 copy.jpg
41,2014,1056,48,40,0.87598276,03_18_2023 LG 282 copy.jpg
68,2033,1097,49,43,0.8622829,small_round.jpg
13,2044,1588,36,35,0.8017849,round_light.jpg
19,2077,1183,38,60,0.8704403,middle round.jpg
44,2106,1271,48,40,0.8581343,03_18_2023 LG 282 copy.jpg
45,2127,1311,48,40,0.9071958,03_18_2023 LG 282 copy.jpg
46,2143,1352,48,40,0.8815787,03_18_2023 LG 282 copy.jpg
47,2154,1399,48,40,0.9259999,03_18_2023 LG 282 copy.jpg
14,2156,1772,36,35,0.7836809,round_light.jpg
72,2180,1441,49,43,0.8734808,small_round.jpg
48,2198,1483,48,40,0.8994452,03_18_2023 LG 282 copy.jpg
15,2199,1853,36,35,0.7863186,round_light.jpg
49,2214,1527,48,40,0.8854018,03_18_2023 LG 282 copy.jpg
50,2234,1571,48,40,0.86650854,03_18_2023 LG 282 copy.jpg
51,2252,1617,48,40,0.86927515,03_18_2023 LG 282 copy.jpg
52,2266,1658,48,40,0.8546573,03_18_2023 LG 282 copy.jpg
53,2284,1699,48,40,0.853761,03_18_2023 LG 282 copy.jpg
54,2304,1747,48,40,0.8154192,03_18_2023 LG 282 copy.jpg
55,2322,1794,48,40,0.82574326,03_18_2023 LG 282 copy.jpg
56,2341,1844,48,40,0.81596595,03_18_2023 LG 282 copy.jpg
16,2439,1880,36,35,0.8208068,round_light.jpg
