,x,y,w,h,score,match
20,152,1861,36,35,0.7501684,round_light.jpg
18,193,1768,36,35,0.81050205,round_light.jpg
15,228,1597,36,35,0.83572567,round_light.jpg
17,236,1681,36,35,0.81470543,round_light.jpg
2,252,1814,68,44,0.82506233,left_back_bent.jpg
16,257,1634,36,35,0.868502,round_light.jpg
59,288,1543,48,40,0.86643195,03_18_2023 LG 282 copy.jpg
14,334,1461,36,35,0.883491,round_light.jpg
65,394,1323,49,43,0.77682614,small_round.jpg
52,441,1198,48,40,0.77273345,03_18_2023 LG 282 copy.jpg
0,506,1145,68,44,0.7507917,left_back_bent.jpg
12,509,1075,36,35,0.75457627,round_light.jpg
11,522,1032,36,35,0.78188956,round_light.jpg
48,539,989,48,40,0.8164891,03_18_2023 LG 282 copy.jpg
47,584,905,48,40,0.7712811,03_18_2023 LG 282 copy.jpg
45,602,863,48,40,0.82562,03_18_2023 LG 282 copy.jpg
3,628,817,44,44,0.76707864,12_20_2022 LG 282 copy 2.jpg
43,675,731,48,40,0.8224641,03_18_2023 LG 282 copy.jpg
10,704,879,36,35,0.80595124,round_light.jpg
40,724,635,48,40,0.82603884,03_18_2023 LG 282 copy.jpg
35,840,463,48,40,0.88867885,03_18_2023 LG 282 copy.jpg
33,876,421,48,40,0.8575037,03_18_2023 LG 282 copy.jpg
32,911,385,48,40,0.85128844,03_18_2023 LG 282 copy.jpg
30,973,349,48,40,0.77434176,03_18_2023 LG 282 copy.jpg
66,999,458,38,64,0.7950442,12_20_2022 LG 282 copy.jpg
5,1005,318,36,35,0.8168536,round_light.jpg
28,1036,280,48,40,0.86619246,03_18_2023 LG 282 copy.jpg
4,1185,217,36,35,0.86807984,round_light.jpg
22,1248,206,38,60,0.84648687,middle round.jpg
23,1350,208,38,60,0.92640895,middle round.jpg
26,1396,216,48,40,0.86501443,03_18_2023 LG 282 copy.jpg
24,1451,224,38,60,0.90354663,middle round.jpg
25,1500,245,38,60,0.8726329,middle round.jpg
27,1538,272,48,40,0.8541593,03_18_2023 LG 282 copy.jpg
29,1581,305,48,40,0.87380284,03_18_2023 LG 282 copy.jpg
13,1601,1077,36,35,0.8146201,round_light.jpg
31,1677,382,48,40,0.9208342,03_18_2023 LG 282 copy.jpg
6,1725,423,36,35,0.8050915,round_light.jpg
34,1751,460,48,40,0.87664294,03_18_2023 LG 282 copy.jpg
36,1781,498,48,40,0.86958754,03_18_2023 LG 282 copy.jpg
37,1815,540,48,40,0.8808948,03_18_2023 LG 282 copy.jpg
38,1842,586,48,40,0.8861631,03_18_2023 LG 282 copy.jpg
39,1873,634,48,40,0.8407945,03_18_2023 LG 282 copy.jpg
41,1899,682,48,40,0.7960343,03_18_2023 LG 282 copy.jpg
42,1925,729,48,40,0.90520346,03_18_2023 LG 282 copy.jpg
7,1931,614,36,35,0.7539433,round_light.jpg
64,1950,657,49,43,0.80840904,small_round.jpg
44,1952,773,48,40,0.8063366,03_18_2023 LG 282 copy.jpg
9,1986,817,36,35,0.7892785,round_light.jpg
46,2009,898,48,40,0.7829361,03_18_2023 LG 282 copy.jpg
8,2025,638,36,35,0.80760777,round_light.jpg
50,2127,1135,48,40,0.8248282,03_18_2023 LG 282 copy.jpg
51,2141,1175,48,40,0.78401816,03_18_2023 LG 282 copy.jpg
53,2164,1224,48,40,0.8270994,03_18_2023 LG 282 copy.jpg
49,2173,1033,48,40,0.83916706,03_18_2023 LG 282 copy.jpg
54,2184,1265,48,40,0.8222078,03_18_2023 LG 282 copy.jpg
55,2203,1311,48,40,0.83318573,03_18_2023 LG 282 copy.jpg
56,2221,1351,48,40,0.800595,03_18_2023 LG 282 copy.jpg
57,2240,1390,48,40,0.81286544,03_18_2023 LG 282 copy.jpg
58,2261,1432,48,40,0.8547476,03_18_2023 LG 282 copy.jpg
60,2317,1561,48,40,0.86057925,03_18_2023 LG 282 copy.jpg
61,2329,1605,48,40,0.84231377,03_18_2023 LG 282 copy.jpg
1,2365,1657,68,44,0.77700406,left_back_bent.jpg
62,2388,1733,48,40,0.883909,03_18_2023 LG 282 copy.jpg
63,2405,1776,48,40,0.8614211,03_18_2023 LG 282 copy.jpg
19,2433,1828,36,35,0.8503673,round_light.jpg
21,2457,1872,36,35,0.9089725,round_light.jpg
