,x,y,w,h,score,match
48,123,1882,38,60,0.8718929,middle round.jpg
75,145,1837,64,44,0.75214607,left_angled.jpg
74,165,1790,64,44,0.8694948,left_angled.jpg
35,203,1699,38,60,0.8818973,middle round.jpg
71,218,1657,64,44,0.7591342,left_angled.jpg
70,246,1611,64,44,0.8765197,left_angled.jpg
13,263,1562,53,48,0.8509752,top_left.jpg
12,281,1723,68,44,0.7819472,left_back_bent.jpg
20,323,1657,36,35,0.8583148,round_light.jpg
19,341,1617,36,35,0.81077445,round_light.jpg
67,355,1391,64,44,0.8414112,left_angled.jpg
18,361,1566,36,35,0.86098313,round_light.jpg
50,361,1884,38,60,0.7616495,middle round.jpg
17,383,1525,36,35,0.81303346,round_light.jpg
34,398,1341,38,60,0.89647347,middle round.jpg
6,407,1266,68,44,0.8450294,left_back_bent.jpg
64,442,1192,64,44,0.81478125,left_angled.jpg
5,482,1107,68,44,0.88004917,left_back_bent.jpg
63,527,1021,64,44,0.87734264,left_angled.jpg
4,562,940,68,44,0.84265995,left_back_bent.jpg
59,581,885,49,43,0.7515793,small_round.jpg
3,629,812,68,44,0.9113999,left_back_bent.jpg
76,668,712,38,64,0.786576,12_20_2022 LG 282 copy.jpg
58,699,672,49,43,0.9099374,small_round.jpg
27,753,574,38,60,0.8787851,middle round.jpg
57,867,404,49,43,0.8697886,small_round.jpg
52,965,295,48,40,0.893453,03_18_2023 LG 282 copy.jpg
15,1015,263,36,35,0.8457336,round_light.jpg
47,1041,1881,38,60,0.7875837,middle round.jpg
49,1128,1882,38,60,0.7518535,middle round.jpg
14,1155,183,36,35,0.90433306,round_light.jpg
45,1176,1880,38,60,0.7752948,middle round.jpg
46,1222,1880,38,60,0.7897471,middle round.jpg
44,1265,1877,38,60,0.7880215,middle round.jpg
21,1268,158,38,60,0.92231125,middle round.jpg
53,1318,167,49,43,0.87876827,small_round.jpg
43,1335,1875,38,60,0.79402137,middle round.jpg
22,1368,159,38,60,0.8593748,middle round.jpg
42,1396,1874,38,60,0.7821639,middle round.jpg
54,1466,189,49,43,0.88105583,small_round.jpg
16,1497,658,36,35,0.75901014,round_light.jpg
41,1498,1873,38,60,0.80762476,middle round.jpg
23,1567,235,38,60,0.88785285,middle round.jpg
51,1605,276,48,40,0.8785674,03_18_2023 LG 282 copy.jpg
55,1653,316,49,43,0.86472833,small_round.jpg
56,1688,356,49,43,0.89730144,small_round.jpg
24,1761,435,38,60,0.8490708,middle round.jpg
25,1790,477,38,60,0.81459785,middle round.jpg
26,1845,567,38,60,0.92763406,middle round.jpg
28,1869,617,38,60,0.8734967,middle round.jpg
61,1914,722,64,44,0.8191765,left_angled.jpg
29,1938,762,38,60,0.840695,middle round.jpg
30,1989,889,38,60,0.8046522,middle round.jpg
0,1990,661,68,44,0.79368395,left_back_bent.jpg
62,2011,942,64,44,0.76035595,left_angled.jpg
31,2017,985,38,60,0.8572617,middle round.jpg
38,2022,1867,38,60,0.7906125,middle round.jpg
1,2026,725,68,44,0.8739826,left_back_bent.jpg
2,2054,791,68,44,0.7660023,left_back_bent.jpg
32,2057,1057,38,60,0.8820758,middle round.jpg
39,2069,1867,38,60,0.7980238,middle round.jpg
33,2094,1141,38,60,0.8438549,middle round.jpg
65,2125,1236,64,44,0.85497147,left_angled.jpg
40,2129,1870,38,60,0.7698312,middle round.jpg
66,2174,1364,64,44,0.79337335,left_angled.jpg
60,2188,1407,49,43,0.79157984,small_round.jpg
7,2211,1456,68,44,0.7957826,left_back_bent.jpg
68,2236,1537,64,44,0.8023606,left_angled.jpg
69,2254,1580,64,44,0.79811335,left_angled.jpg
72,2284,1670,64,44,0.81334877,left_angled.jpg
73,2302,1715,64,44,0.8023073,left_angled.jpg
36,2316,1755,38,60,0.910658,middle round.jpg
37,2346,1845,38,60,0.89723456,middle round.jpg
8,2365,1475,68,44,0.7720629,left_back_bent.jpg
9,2389,1525,68,44,0.76833206,left_back_bent.jpg
10,2420,1593,68,44,0.8331031,left_back_bent.jpg
11,2429,1646,68,44,0.8101027,left_back_bent.jpg
