,x,y,gradient,smoothness,gradientEven,smoothnessEven
13,333.0,1374.0,-1.94736842105263,0.013296618507434785,-37.0,0.25263575164126095
14,352.0,1340.0,-1.8272643818849446,0.008852335740018522,-39.5,0.20464574898785415
15,376.0,1295.0,-1.5380769230769218,0.006865728274173741,-37.75,0.16084372940400904
16,402.0,1264.5,-1.5055769230769265,-0.007999204406364785,-37.0,-0.18219317860841855
17,426.0,1221.0,-1.9024632802937589,-0.01729392241785145,-40.5,-0.3684286437246964
18,445.0,1183.5,-2.2424342105263193,-0.003024951148257113,-38.5,-0.09401998322974325
19,461.0,1144.0,-2.0905032467532454,0.011105344820771954,-39.75,0.2708769692087376
20,489.0,1104.0,-1.700680272108844,0.0029570626245980433,-40.0,0.13960980143045187
21,510.0,1064.0,-1.8112836438923416,-0.0009335554575389711,-41.25,-0.002487918244220566
22,535.0,1021.5,-1.7056561085972852,0.001517763584477548,-43.5,0.03594148682030607
23,561.0,977.0,-1.7394006702517295,-0.0015385786975274582,-40.75,-0.035068771098183404
24,582.0,940.0,-1.775793650793652,-0.0002179508828446322,-40.0,-3.409710856772108e-05
25,606.0,897.0,-1.739468864468865,0.0026875723991108616,-45.0,0.07496438746438727
26,634.0,850.0,-1.6258648758648775,0.005185015601682306,-44.0,0.13782051282051366
27,660.0,809.0,-1.4638278388278376,0.002094163772735285,-40.5,0.04081122581122809
28,690.0,769.0,-1.5442424242424213,-0.0014963477382831797,-41.5,-0.04657686399621763
29,715.0,726.0,-1.5569815668202729,0.002190313672238004,-42.5,0.07947197222503011
30,746.0,684.0,-1.385298479792361,0.0039571807798097075,-41.5,0.12177539110628777
31,775.0,643.0,-1.3134307846076974,0.003216903288274106,-44.0,0.12065003480873937
32,815.0,596.0,-1.1439984101748824,0.0023363609815829356,-42.5,0.09698729482333635
33,849.0,558.0,-1.1194561949610247,0.002774701688222355,-37.5,0.09092982401806049
34,882.0,521.0,-0.9621387621387614,0.004166401156804406,-33.0,0.14327521840304813
35,919.0,492.0,-0.8329057581549284,0.0027375353431357084,-36.5,0.1071813643242212
36,968.0,448.0,-0.747776033490319,0.0016594820079004428,-35.0,0.07601251688607569
37,1010.0,422.0,-0.680880724382777,0.0022114785938783382,-29.0,0.09461393924946782
38,1053.0,390.0,-0.5585481549913833,0.003179446064360143,-23.0,0.11971320493172377
39,1087.0,376.0,-0.4414543145193295,0.0023923613807157774,-21.0,0.07648557970253655
40,1144.0,348.0,-0.4055769955863102,0.0026018046295789446,-23.0,0.14504688515082154
41,1200.0,330.0,-0.1513605442176864,0.004059469590370214,-9.5,0.20479535618299183
42,1242.0,329.0,0.004013716779673437,0.001993734911157192,0.5,0.07461847987058068
43,1294.0,331.0,-0.0021235844765250533,-0.0002110377860431181,0.25,-0.00916862955416553
44,1336.5,329.5,-0.014323542328657624,0.0016289006058826962,-0.5,0.08944563062210098
45,1386.0,330.0,0.1767676767676769,0.0032194290123511615,8.0,0.15639731886561692
46,1432.5,345.5,0.2984710954025762,0.003563573453241692,15.25,0.20139707348859104
47,1491.5,360.5,0.579561823744859,0.0046041402820227555,21.75,0.22276324904065903
48,1528.0,389.0,0.7439975934838943,0.003022618576929848,33.5,0.10316587527616505
49,1584.0,427.5,0.7858935742971891,0.006227250848888078,30.5,0.14067900165013691
50,1611.0,450.0,1.025355596784168,0.0029094512873482567,24.25,0.09832008551362703
51,1633.0,476.0,0.9825337453244432,-0.0029747751425492188,25.75,-0.12858171102564775
52,1676.0,501.5,0.7681921747328726,0.0013426608266724326,29.75,0.01839099949564993
53,1713.0,535.5,1.019315744315743,0.005204052157070281,36.5,0.19042644892080585
54,1748.0,574.5,1.1490450725744843,0.002231293948421975,39.0,0.07873021034785754
55,1781.0,613.5,1.176776165011458,0.002811513745769781,40.0,0.09965328788858141
56,1816.0,654.5,1.3483516483516471,0.0037030540306118714,43.0,0.12591651823462113
57,1846.0,699.5,1.4286092014807004,0.0042778228925121585,43.5,0.1321028788618568
58,1877.0,741.5,1.6125574060753607,0.0035391297791599677,40.75,0.11221055077480191
59,1899.0,781.0,1.6530303030303042,0.00019777628365025626,43.5,-0.017137288896266867
60,1932.0,828.5,1.578282828282827,0.007524773961588044,41.25,0.10705037996059819
61,1953.0,863.5,1.8671310629515006,0.011623127107209898,34.75,0.22855359864631275
62,1970.0,898.0,2.0353900255754525,0.002424889968469096,40.75,-0.004250643465210757
63,1993.0,945.0,1.858629776021079,-0.007343728782347771,42.0,-0.1655679731606856
64,2015.0,982.0,1.7042540792540812,-0.005358647240440644,41.0,-0.12137074881639975
65,2041.0,1027.0,1.6158882783882795,-0.0009026483553794505,44.75,-0.014521997610232873
66,2071.0,1071.5,1.6752100840336155,0.02518475338853493,41.25,0.4646749084249091
67,2092.0,1109.5,2.5452380952380977,0.01797679197021547,40.25,0.45140368720931434
68,2106.0,1152.0,2.578017458452244,-0.01198763672433668,42.25,-0.39218426501035175
69,2129.0,1194.0,1.7608695652173942,-0.01653504429969465,40.5,-0.380306018892977
70,2152.0,1233.0,1.8174054206662902,0.00711047298815231,39.75,0.1475301769600339
71,2173.0,1273.5,2.055929919137462,0.12198042120816537,56.25,4.768021427597873
72,2205.0,1345.5,11.353448275862036,-0.09164917852084642,20.25,4.732486545447987
73,2202.0,1314.0,11.520903010033436,-0.016716510625815393,19.0,-4.539049312756191
74,2228.0,1383.5,2.2753496503496535,-0.14496120370626275,52.75,-4.61499695956217
75,2246.0,1419.5,2.2909090909090963,-0.0009844953026771075,37.0,-0.011159673659673075
76,2261.0,1457.5,2.2530303030303074,-0.0010781516463333404,36.25,-0.013014069264066563
77,2279.0,1492.0,2.264880952380963,0.01112355077872279,35.0,0.14076727869830918
78,2293.0,1527.5,2.5345648604269257,0.011747282147103438,36.75,0.16255131362889585
79,2308.0,1565.5,2.589983579638755,-0.0030363512824870126,37.5,-0.03752052545156204
80,2322.0,1602.5,2.4595238095238017,-0.01290392378215674,36.5,-0.20124178981937746
81,2338.0,1638.5,2.1875,-0.0006324404761901548,35.0,-0.010119047619042476
82,2354.0,1672.5,2.4392857142857167,0.0034548611111109434,36.0,0.07485119047618838
83,2368.0,1710.5,2.3372023809523768,-0.011032706093190056,34.25,-0.17350710445468565
84,2384.0,1741.0,2.0922715053763454,0.016730063827533476,32.25,0.2282789408867032
