,x,y,w,h,score,match
54,172,1867,30,30,0.8085479,round_light.jpg
53,187,1828,30,30,0.7761647,round_light.jpg
51,199,1794,30,30,0.7982235,round_light.jpg
49,215,1761,30,30,0.7608946,round_light.jpg
47,225,1726,30,30,0.8563174,round_light.jpg
45,241,1688,30,30,0.9141865,round_light.jpg
78,277,1582,30,30,0.8938059,03_18_2023 LG 282 copy.jpg
77,293,1544,30,30,0.85005254,03_18_2023 LG 282 copy.jpg
39,312,1506,30,30,0.8664162,round_light.jpg
76,323,1467,30,30,0.8270309,03_18_2023 LG 282 copy.jpg
43,344,1660,30,30,0.7659799,round_light.jpg
75,351,1396,30,30,0.9011746,03_18_2023 LG 282 copy.jpg
16,361,1522,30,30,0.8325072,left_back_bent.jpg
19,366,1762,30,30,0.7872877,left_back_bent.jpg
74,369,1358,30,30,0.87566155,03_18_2023 LG 282 copy.jpg
73,388,1316,30,30,0.8819993,03_18_2023 LG 282 copy.jpg
72,406,1272,30,30,0.83914304,03_18_2023 LG 282 copy.jpg
18,430,1605,30,30,0.77805924,left_back_bent.jpg
71,439,1195,30,30,0.8847916,03_18_2023 LG 282 copy.jpg
17,446,1563,30,30,0.78075665,left_back_bent.jpg
14,453,1505,30,30,0.7626351,left_back_bent.jpg
70,462,1148,30,30,0.8535623,03_18_2023 LG 282 copy.jpg
69,480,1105,30,30,0.8495786,03_18_2023 LG 282 copy.jpg
68,501,1063,30,30,0.8121922,03_18_2023 LG 282 copy.jpg
13,507,1472,30,30,0.75391376,left_back_bent.jpg
12,518,1394,30,30,0.77555454,left_back_bent.jpg
67,521,1020,30,30,0.8633489,03_18_2023 LG 282 copy.jpg
66,542,976,30,30,0.8693405,03_18_2023 LG 282 copy.jpg
10,557,1279,30,30,0.7918275,left_back_bent.jpg
9,564,1210,30,30,0.76047647,left_back_bent.jpg
65,565,927,30,30,0.8733707,03_18_2023 LG 282 copy.jpg
6,606,1116,30,30,0.75502115,left_back_bent.jpg
62,611,843,30,30,0.8571628,03_18_2023 LG 282 copy.jpg
23,641,801,30,30,0.795204,12_20_2022 LG 282 copy 2.jpg
5,659,1030,30,30,0.77983725,left_back_bent.jpg
60,692,710,30,30,0.8607828,03_18_2023 LG 282 copy.jpg
3,701,936,30,30,0.75429493,left_back_bent.jpg
59,723,663,30,30,0.82893014,03_18_2023 LG 282 copy.jpg
81,754,617,30,30,0.7725445,12_20_2022 LG 282 copy.jpg
21,770,674,30,30,0.834047,top_left.jpg
2,817,612,30,30,0.8410822,left_back_bent.jpg
1,849,556,30,30,0.80604994,left_back_bent.jpg
31,899,473,30,30,0.79622185,round_light.jpg
57,982,413,30,30,0.8520162,03_18_2023 LG 282 copy.jpg
56,1076,371,30,30,0.7834692,03_18_2023 LG 282 copy.jpg
22,1131,370,30,30,0.8108006,12_20_2022 LG 282 copy 2.jpg
28,1175,364,30,30,0.8567723,round_light.jpg
55,1219,361,30,30,0.8382803,middle round.jpg
0,1284,372,30,30,0.82189727,left_back_bent.jpg
26,1367,390,30,30,0.8079787,right_small_weird.jpg
29,1415,413,30,30,0.8382318,round_light.jpg
27,1434,74,30,30,0.7624266,round_light.jpg
30,1472,448,30,30,0.8139289,round_light.jpg
32,1523,489,30,30,0.78606814,round_light.jpg
58,1592,552,30,30,0.89828944,03_18_2023 LG 282 copy.jpg
33,1632,591,30,30,0.8713669,round_light.jpg
34,1701,670,30,30,0.8807134,round_light.jpg
61,1760,754,30,30,0.8652789,03_18_2023 LG 282 copy.jpg
35,1790,798,30,30,0.8863454,round_light.jpg
63,1839,876,30,30,0.8874251,03_18_2023 LG 282 copy.jpg
64,1861,915,30,30,0.8549852,03_18_2023 LG 282 copy.jpg
4,1930,993,30,30,0.8268092,left_back_bent.jpg
36,1935,1036,30,30,0.82215875,round_light.jpg
82,1956,1078,30,30,0.8328583,12_20_2022 LG 282 copy.jpg
7,1998,1119,30,30,0.7738437,left_back_bent.jpg
24,2002,1161,30,30,0.759609,12_20_2022 LG 282 copy 2.jpg
25,2044,1238,30,30,0.79535085,12_20_2022 LG 282 copy 2.jpg
8,2054,1195,30,30,0.8057922,left_back_bent.jpg
79,2067,1274,30,30,0.7743017,small_round.jpg
11,2105,1315,30,30,0.79749954,left_back_bent.jpg
37,2119,1209,30,30,0.8447551,round_light.jpg
38,2172,1491,30,30,0.87248474,round_light.jpg
80,2174,1453,30,30,0.79164815,left_angled.jpg
40,2204,1562,30,30,0.8916041,round_light.jpg
41,2225,1592,30,30,0.8796735,round_light.jpg
42,2241,1631,30,30,0.8953643,round_light.jpg
44,2254,1667,30,30,0.7947158,round_light.jpg
46,2274,1699,30,30,0.8165632,round_light.jpg
15,2283,1520,30,30,0.77426183,left_back_bent.jpg
48,2290,1735,30,30,0.77469367,round_light.jpg
50,2308,1771,30,30,0.8568643,round_light.jpg
52,2323,1810,30,30,0.77526057,round_light.jpg
20,2499,1897,30,30,0.7594637,left_back_bent.jpg
