,x,y,w,h,score,match
4,184,1791,30,30,0.7793573,top_left.jpg
2,256,1637,30,30,0.7798289,left_back_bent.jpg
60,269,1566,30,30,0.7998246,small_round.jpg
59,284,1527,30,30,0.8688597,small_round.jpg
58,301,1489,30,30,0.8889657,small_round.jpg
57,350,1380,30,30,0.88266176,small_round.jpg
35,383,1310,30,30,0.8954905,03_18_2023 LG 282 copy.jpg
34,401,1270,30,30,0.86645603,03_18_2023 LG 282 copy.jpg
32,415,1233,30,30,0.8944993,03_18_2023 LG 282 copy.jpg
31,433,1195,30,30,0.8944119,03_18_2023 LG 282 copy.jpg
29,472,1116,30,30,0.851935,03_18_2023 LG 282 copy.jpg
28,494,1075,30,30,0.82493126,03_18_2023 LG 282 copy.jpg
27,512,1034,30,30,0.87965715,03_18_2023 LG 282 copy.jpg
26,532,995,30,30,0.8813928,03_18_2023 LG 282 copy.jpg
25,554,950,30,30,0.8904948,03_18_2023 LG 282 copy.jpg
24,576,907,30,30,0.8464462,03_18_2023 LG 282 copy.jpg
52,603,864,30,30,0.8606711,small_round.jpg
23,646,779,30,30,0.88653266,03_18_2023 LG 282 copy.jpg
50,674,732,30,30,0.88541394,small_round.jpg
21,694,688,30,30,0.87011975,03_18_2023 LG 282 copy.jpg
20,748,602,30,30,0.86879873,03_18_2023 LG 282 copy.jpg
19,777,558,30,30,0.82925886,03_18_2023 LG 282 copy.jpg
0,812,603,30,30,0.76793176,left_back_bent.jpg
18,907,388,30,30,0.8098838,03_18_2023 LG 282 copy.jpg
17,975,323,30,30,0.80782455,03_18_2023 LG 282 copy.jpg
12,1075,244,30,30,0.7998819,middle round.jpg
16,1115,218,30,30,0.7960459,03_18_2023 LG 282 copy.jpg
10,1217,188,30,30,0.9004797,middle round.jpg
8,1268,180,30,30,0.87420475,middle round.jpg
62,1352,176,30,30,0.7727123,12_20_2022 LG 282 copy.jpg
11,1372,232,30,30,0.84472597,middle round.jpg
9,1405,185,30,30,0.9024447,middle round.jpg
63,1458,183,30,30,0.8079832,12_20_2022 LG 282 copy.jpg
64,1512,210,30,30,0.8807815,12_20_2022 LG 282 copy.jpg
65,1556,236,30,30,0.89429593,12_20_2022 LG 282 copy.jpg
13,1568,346,30,30,0.8497097,middle round.jpg
45,1704,343,30,30,0.8492193,small_round.jpg
66,1736,388,30,30,0.8100019,12_20_2022 LG 282 copy.jpg
46,1773,423,30,30,0.8779945,small_round.jpg
5,1808,462,30,30,0.80155796,round_light.jpg
67,1835,511,30,30,0.8623043,12_20_2022 LG 282 copy.jpg
47,1868,550,30,30,0.8233865,small_round.jpg
48,1925,637,30,30,0.83240956,small_round.jpg
49,1951,680,30,30,0.81949276,small_round.jpg
22,1967,720,30,30,0.7868124,03_18_2023 LG 282 copy.jpg
51,1993,759,30,30,0.7656651,small_round.jpg
61,2031,804,30,30,0.8107956,left_angled.jpg
53,2085,926,30,30,0.8629764,small_round.jpg
14,2087,784,30,30,0.7797188,middle round.jpg
15,2124,1018,30,30,0.81612474,middle round.jpg
54,2162,1095,30,30,0.8568783,small_round.jpg
30,2198,1172,30,30,0.8650146,03_18_2023 LG 282 copy.jpg
55,2218,1210,30,30,0.8163329,small_round.jpg
33,2234,1248,30,30,0.85434675,03_18_2023 LG 282 copy.jpg
56,2256,1283,30,30,0.8373212,small_round.jpg
36,2269,1323,30,30,0.9171437,03_18_2023 LG 282 copy.jpg
37,2282,1359,30,30,0.8664587,03_18_2023 LG 282 copy.jpg
38,2315,1431,30,30,0.8821747,03_18_2023 LG 282 copy.jpg
39,2329,1468,30,30,0.9043163,03_18_2023 LG 282 copy.jpg
40,2360,1540,30,30,0.93586046,03_18_2023 LG 282 copy.jpg
7,2401,1866,30,30,0.8021365,round_light.jpg
6,2403,1519,30,30,0.84143156,round_light.jpg
41,2422,1688,30,30,0.86449623,03_18_2023 LG 282 copy.jpg
42,2439,1728,30,30,0.85089266,03_18_2023 LG 282 copy.jpg
43,2453,1770,30,30,0.7661294,03_18_2023 LG 282 copy.jpg
44,2471,1816,30,30,0.78568673,03_18_2023 LG 282 copy.jpg
1,2506,1601,30,30,0.7721303,left_back_bent.jpg
3,2523,1655,30,30,0.76863456,left_back_bent.jpg
