,x,y
0,1232,136
1,1404,143
2,1133,163
3,1447,163
4,1085,182
5,1208,197
6,1030,231
7,1576,242
8,1641,304
9,927,315
10,1184,317
11,1049,347
12,988,360
13,1466,370
14,859,380
15,1705,408
16,1755,429
17,825,430
18,766,511
19,1804,528
20,738,556
21,718,605
22,690,651
23,671,698
24,650,738
25,1935,756
26,625,781
27,1953,799
28,603,824
29,1974,841
30,583,870
31,1991,881
32,539,955
33,2033,996
34,2074,1080
35,499,1082
36,469,1120
37,2101,1165
38,2119,1205
39,2137,1247
40,400,1278
41,380,1321
42,2160,1341
43,332,1448
44,309,1489
45,340,1541
46,276,1575
47,241,1658
48,223,1704
49,293,1713
50,1764,1731
51,205,1748
52,272,1755
53,188,1791
54,171,1838
55,156,1886
